CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
499.748.956-99,2023-02-21,16:40:58,13,Natália,Hortifruti,Frutas,Melancia,6.0,7.8,8,62.4,Pagamento não autorizado,Cartão_Crédito
788.607.376-36,2023-02-21,17:08:12,13,Fernanda,Carnes,Bovina,Mocotó,21.99,29.99,9,269.91,,Cartão_Crédito
163.274.175-36,2023-02-27,21:30:58,13,Olivia,Carnes,Aves,Fígado de Frango,7.99,12.99,6,77.94,Desconto recusado,Cartão_Débito
150.235.590-94,2023-02-01,20:12:14,1,Patrícia,Hortifruti,Frutas,Damasco,10.99,12.99,4,51.96,,Pix
805.199.636-12,2023-02-15,10:03:18,10,Gabriela,Hortifruti,Frutas,Uva,8.0,10.4,8,83.2,,Cartão_Crédito
405.562.767-78,2023-02-09,20:50:49,17,Carla,Carnes,Bovina,Filé Mignon,59.99,79.99,8,639.92,,Dinheiro
871.622.931-96,2023-02-21,09:45:27,4,Gabriela,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,1,79.99,,Cartão_Crédito
499.675.842-38,2023-02-28,13:56:28,6,Patrícia,Hortifruti,Frutas,Graviola,9.49,11.99,9,107.91,,Cartão_Débito
952.686.685-26,2023-02-06,21:40:01,18,Patrícia,Hortifruti,Frutas,Jabuticaba,12.99,15.99,2,31.98,,Cartão_Débito
652.310.113-38,2023-02-19,09:50:06,20,Tatiana,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,5,399.95,Estoque indisponível,Pix
827.422.748-10,2023-02-16,11:16:27,15,Carla,Snacks,Frutos Secos,Amendoim,4.5,6.52,6,39.12,,Cartão_Crédito
939.633.866-10,2023-02-16,16:43:40,6,Laura,Carnes,Aves,Filé de Pato,59.99,74.99,4,299.96,,Cartão_Crédito
915.364.599-83,2023-02-02,13:40:04,15,Helena,Carnes,Aves,Salsicha de Frango,9.99,14.99,8,119.92,,Cartão_Débito
164.649.662-84,2023-02-23,19:29:45,4,Gabriela,Moda e Vestuário,Feminino,Vestido Tubinho,34.99,49.99,2,99.98,,Cartão_Crédito
802.476.483-88,2023-02-16,14:47:55,1,Laura,Carnes,Aves,Filé de Pato,59.99,74.99,2,149.98,Erro no preço,Cartão_Débito
665.234.611-44,2023-02-24,19:12:02,3,Sabrina,Iluminação,Spots,Spot de Teto,19.99,29.99,1,29.99,Fraude,Cartão_Crédito
328.128.598-33,2023-02-15,14:02:15,10,Fernanda,Carnes,Aves,Coxa de Frango,17.99,24.99,5,124.95,Desconto recusado,Dinheiro
553.219.457-92,2023-02-19,12:18:21,8,Olivia,Eletrodomésticos,Ferro de Passar,Ferro de Passar,39.99,49.99,7,349.93,,Cartão_Crédito
977.373.685-33,2023-02-01,17:32:10,5,Renata,Snacks,Salgadinhos,Pipoca,2.0,2.9,7,20.3,,Dinheiro
107.715.745-51,2023-02-01,13:25:49,18,Beatriz,Hortifruti,Frutas,Amora,14.99,17.99,2,35.98,,Cartão_Crédito
228.823.130-73,2023-02-04,12:21:43,19,Olivia,Carnes,Bovina,Costela,39.99,54.99,3,164.97,,Pix
602.706.299-60,2023-02-07,11:32:06,7,Olivia,Hortifruti,Frutas,Mirtilo,19.99,22.99,4,91.96,,Cartão_Débito
709.825.508-79,2023-02-16,14:49:38,7,Carla,Moda e Vestuário,Masculino,Suéter de Tricô,36.99,54.99,2,109.98,,Dinheiro
240.355.575-39,2023-02-07,18:19:55,19,Daniela,Carnes,Suína,Pernil,29.99,39.99,10,399.9,,Dinheiro
642.640.330-57,2023-02-21,21:11:52,13,Gabriela,Carnes,Bovina,Cupim,39.99,54.99,1,54.99,Fraude,Cartão_Débito
942.621.871-47,2023-02-20,21:23:42,4,Alice,Carnes,Aves,Salsicha de Frango,9.99,14.99,4,59.96,,Cartão_Crédito
146.752.719-95,2023-02-01,13:21:33,16,Daniela,Moda e Vestuário,Feminino,Calça Jeans Skinny,29.99,49.99,10,499.9,,Cartão_Débito
887.240.768-31,2023-02-25,20:48:12,8,Sabrina,Carnes,Bovina,Coxão Mole,42.99,59.99,5,299.95,,Cartão_Crédito
541.946.836-11,2023-02-07,21:21:27,8,Helena,Carnes,Bovina,Rabo,29.99,39.99,5,199.95,,Dinheiro
896.971.277-50,2023-02-18,10:16:28,10,Mariana,Moda e Vestuário,Masculino,Cinto de Couro,12.99,19.99,9,179.91,,Pix
573.782.996-58,2023-02-12,10:44:44,18,Laura,Hortifruti,Frutas,Limão,3.5,4.55,7,31.85,Estoque indisponível,Pix
639.449.216-74,2023-02-08,09:07:09,5,Carla,Higiene,Desodorantes,Desodorante,8.8,12.32,3,36.96,,Dinheiro
942.119.239-67,2023-02-12,14:00:03,8,Mariana,Hortifruti,Frutas,Kiwi,9.99,11.99,2,23.98,,Dinheiro
385.355.413-72,2023-02-06,19:16:14,15,Olivia,Carnes,Aves,Linguiça de Frango,13.99,19.99,7,139.93,,Cartão_Débito
277.118.108-25,2023-02-14,10:00:08,19,Fernanda,Lazer,Piscinas,Piscina Inflável,79.99,99.99,9,899.91,,Pix
292.157.600-33,2023-02-21,15:22:33,14,Daniela,Carnes,Suínos,Lombo Suíno,22.7,32.91,8,263.28,Estoque indisponível,Cartão_Crédito
908.836.455-29,2023-02-21,08:41:30,4,Beatriz,Carnes,Bovina,Alcatra,46.99,64.99,7,454.93,Desistência do cliente,Pix
215.149.939-45,2023-02-08,21:36:36,16,Sabrina,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,5,349.95,,Cartão_Débito
897.289.754-70,2023-02-19,15:12:55,9,Fernanda,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,5,124.95,,Cartão_Débito
405.678.817-44,2023-02-19,08:19:24,3,Alice,Higiene,Desodorantes,Desodorante,8.8,12.32,10,123.2,,Cartão_Crédito
147.739.784-93,2023-02-02,16:42:42,14,Fernanda,Esportes,Bolas,Bola de Futebol,14.99,19.99,8,159.92,,Dinheiro
400.806.548-33,2023-02-25,09:18:25,13,Tatiana,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,69.99,89.99,1,89.99,,Cartão_Crédito
897.813.782-63,2023-02-20,10:48:42,1,Beatriz,Hortifruti,Verduras,Alface,1.99,2.59,10,25.9,Problemas de entrega,Pix
525.738.506-28,2023-02-09,20:07:08,2,Sabrina,Padaria,Pães,Pão Integral,4.5,6.08,7,42.56,,Pix
634.130.866-93,2023-02-15,14:13:01,3,Alice,Hortifruti,Frutas,Pêssego,5.49,6.99,9,62.91,Erro no preço,Cartão_Débito
501.263.310-51,2023-02-14,18:20:34,5,Olivia,Carnes,Bovina,Contrafilé,52.99,74.99,1,74.99,Desconto recusado,Dinheiro
425.200.756-65,2023-02-11,12:58:24,9,Beatriz,Carnes,Aves,Peito de Pato,49.99,64.99,8,519.92,,Pix
138.953.743-64,2023-02-02,17:52:50,4,Alice,Carnes,Aves,Pato Inteiro,74.99,89.99,4,359.96,,Cartão_Crédito
960.354.743-62,2023-02-07,21:11:15,2,Alice,Móveis,Guarda-roupas,Guarda-roupa,299.99,399.99,1,399.99,,Cartão_Crédito
568.369.638-69,2023-02-04,19:46:46,14,Ana,Hortifruti,Frutas,Manga Tommy,4.99,6.49,7,45.43,,Cartão_Crédito
491.380.358-43,2023-02-14,10:08:12,2,Natália,Carnes,Suína,Rabo de Porco,17.99,24.99,6,149.94,Problemas de entrega,Cartão_Débito
970.357.935-37,2023-02-23,20:56:39,4,Tatiana,Hortifruti,Frutas,Physalis,34.99,39.99,5,199.95,,Cartão_Crédito
400.806.548-33,2023-02-27,11:25:49,11,Daniela,Móveis,Cadeiras,Cadeira de Escritório,119.99,149.99,5,749.95,,Pix
468.657.349-52,2023-02-14,14:01:11,6,Mariana,Hortifruti,Frutas,Pitaya,16.99,19.99,4,79.96,,Cartão_Crédito
834.894.434-96,2023-02-07,17:46:00,9,Sabrina,Hortifruti,Frutas,Banana Nanica,1.99,2.99,9,26.91,,Cartão_Débito
362.410.164-83,2023-02-07,11:35:59,12,Tatiana,Moda e Vestuário,Feminino,Vestido Midi,42.99,64.99,5,324.95,,Cartão_Crédito
677.166.666-53,2023-02-21,18:34:32,18,Helena,Hortifruti,Legumes,Batata,2.99,3.89,1,3.89,,Pix
470.155.714-92,2023-02-11,10:29:36,2,Daniela,Tecnologia,Periféricos,Teclado sem Fio,14.99,19.99,7,139.93,,Pix
559.295.426-27,2023-02-07,17:27:18,17,Clara,Carnes,Aves,Sobrecoxa de Frango,21.99,29.99,7,209.93,,Cartão_Débito
624.302.175-83,2023-02-28,21:01:20,5,Márcia,Bebidas,Alcoólicas,Cerveja,5.9,7.67,2,15.34,,Cartão_Crédito
494.258.804-81,2023-02-19,11:52:58,4,Clara,Moda e Vestuário,Masculino,Gravata Slim,19.99,29.99,7,209.93,,Pix
990.954.255-25,2023-02-07,08:12:00,13,Mariana,Hortifruti,Frutas,Cereja do Rio Grande,34.99,39.99,1,39.99,,Pix
359.273.485-30,2023-02-16,21:09:25,4,Isabela,Hortifruti,Frutas,Mamão Papaia,3.79,4.99,7,34.93,,Cartão_Débito
399.995.772-69,2023-02-26,18:22:26,15,Juliana,Lazer,Brinquedos,Cama Elástica,149.99,199.99,2,399.98,Problemas técnicos,Pix
859.260.884-12,2023-02-25,19:49:46,11,Daniela,Limpeza,Sabão em Pó,Amaciante de Roupas,9.7,14.55,3,43.65,,Cartão_Crédito
783.373.259-90,2023-02-17,20:44:45,18,Daniela,Laticínios,Iogurtes,Iogurte,3.8,5.13,2,10.26,,Cartão_Crédito
872.885.959-26,2023-02-06,20:21:41,18,Isabela,Eletroeletrônicos,Computadores,Notebook,3499.99,4199.99,4,16799.96,,Cartão_Débito
135.648.194-50,2023-02-15,08:38:14,10,Carla,Hortifruti,Legumes,Tomate,3.49,4.54,10,45.4,,Dinheiro
313.216.842-32,2023-02-18,09:05:15,15,Juliana,Bebidas,Não Alcoólicas,Suco de Laranja,6.2,8.06,8,64.48,,Pix
971.425.259-35,2023-02-18,10:25:40,20,Márcia,Higiene,Sabonetes,Gel de Banho,4.2,5.88,8,47.04,,Dinheiro
418.168.260-18,2023-02-24,12:58:31,8,Carla,Carnes,Bovina,Lagarto,44.99,59.99,7,419.93,,Cartão_Crédito
493.984.373-73,2023-02-28,09:38:05,7,Clara,Eletrodomésticos,Micro-ondas,Micro-ondas,149.99,199.99,10,1999.9,,Cartão_Débito
797.327.570-68,2023-02-09,13:53:46,13,Natália,Hortifruti,Frutas,Pera,3.29,4.49,1,4.49,,Cartão_Débito
611.627.136-26,2023-02-01,16:34:03,11,Alice,Carnes,Bovina,Picanha Argentina,59.99,79.99,5,399.95,,Cartão_Crédito
114.575.635-34,2023-02-22,12:30:19,2,Ana,Limpeza,Detergentes,Detergente,3.2,4.8,5,24.0,,Pix
143.309.774-27,2023-02-04,20:09:52,1,Fernanda,Hortifruti,Frutas,Limão Cravo,5.49,6.99,8,55.92,Problemas técnicos,Cartão_Débito
928.144.515-48,2023-02-24,20:38:01,20,Gabriela,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,4,279.96,,Dinheiro
945.663.708-41,2023-02-06,18:34:29,10,Helena,Moda e Vestuário,Masculino,Moletom com Capuz,32.99,49.99,8,399.92,,Cartão_Débito
514.219.619-88,2023-02-12,13:10:36,16,Alice,Moda e Vestuário,Feminino,Vestido Chemise,29.99,44.99,9,404.91,,Pix
871.622.931-96,2023-02-01,14:37:46,13,Mariana,Carnes,Suínos,Costela Suína,18.9,27.4,8,219.2,,Cartão_Débito
260.460.630-87,2023-02-12,17:53:39,20,Helena,Decoração,Quadros,Quadro Decorativo,29.99,39.99,4,159.96,Desistência do cliente,Pix
583.150.379-84,2023-02-06,21:26:35,9,Márcia,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,79.99,99.99,7,699.93,,Pix
154.277.190-55,2023-02-12,18:59:08,3,Beatriz,Padaria,Salgados,Coxinha de Frango,3.5,4.73,9,42.57,,Cartão_Crédito
232.819.372-42,2023-02-01,19:07:51,18,Natália,Tecnologia,Câmeras,Câmera Fotográfica,249.99,299.99,5,1499.95,,Pix
736.875.701-52,2023-02-01,19:22:43,7,Olivia,Carnes,Bovina,Rabo de Boi,17.99,24.99,3,74.97,,Pix
709.311.497-38,2023-02-06,15:01:14,5,Alice,Hortifruti,Frutas,Cereja Chilena,44.99,49.99,8,399.92,,Dinheiro
157.754.560-52,2023-02-25,16:46:11,17,Helena,Padaria,Bebidas Quentes,Café,5.0,6.75,4,27.0,,Cartão_Crédito
370.257.603-69,2023-02-26,18:11:06,10,Fernanda,Moda e Vestuário,Feminino,Saia Midi,24.99,39.99,9,359.91,Desistência do cliente,Pix
102.290.378-75,2023-02-25,19:33:12,11,Fernanda,Lazer,Brinquedos,Cama Elástica,149.99,199.99,5,999.95,Desistência do cliente,Cartão_Débito
428.171.207-23,2023-02-26,11:09:26,10,Carla,Moda e Vestuário,Masculino,Suéter de Tricô,36.99,54.99,10,549.9,,Cartão_Débito
720.514.162-21,2023-02-09,09:33:56,7,Ana,Carnes,Aves,Pato Inteiro,74.99,89.99,8,719.92,Estoque indisponível,Cartão_Débito
580.817.731-99,2023-02-01,17:54:22,13,Fernanda,Carnes,Aves,Salsicha de Frango,9.99,14.99,4,59.96,Problemas técnicos,Dinheiro
971.425.259-35,2023-02-07,09:32:43,20,Olivia,Carnes,Ovinos,Linguiça de Cordeiro,19.99,29.99,10,299.9,Problemas de entrega,Dinheiro
798.954.127-64,2023-02-25,10:22:04,11,Laura,Limpeza,Desinfetantes,Desinfetante,6.8,10.2,9,91.8,Problemas de entrega,Pix
929.319.443-86,2023-02-19,17:07:43,10,Beatriz,Moda e Vestuário,Feminino,Calça Jeans Skinny,29.99,49.99,10,499.9,,Pix
149.430.684-46,2023-02-03,09:44:10,2,Isabela,Moda e Vestuário,Feminino,Vestido Midi,42.99,64.99,9,584.91,,Cartão_Crédito
495.923.515-23,2023-02-23,10:24:12,13,Tatiana,Móveis,Mesas,Mesa de Jantar,249.99,299.99,1,299.99,,Dinheiro
810.913.770-99,2023-02-07,10:21:47,3,Juliana,Carnes,Ovinos,Pernil de Cordeiro,59.99,74.99,4,299.96,,Cartão_Crédito
225.292.815-37,2023-02-05,18:55:34,5,Sabrina,Carnes,Aves,Coxa de Frango,17.99,24.99,9,224.91,,Dinheiro
852.820.840-43,2023-02-05,21:03:55,16,Carla,Hortifruti,Frutas,Abacate,7.0,9.1,8,72.8,,Pix
808.448.923-25,2023-02-04,19:18:31,6,Laura,Carnes,Bovina,Lagarto,44.99,59.99,8,479.92,,Pix
163.274.175-36,2023-02-27,14:21:42,13,Olivia,Móveis,Camas,Cama de Casal,399.99,499.99,1,499.99,Desconto recusado,Pix
356.617.950-29,2023-02-28,14:01:06,5,Tatiana,Carnes,Aves,Linguiça de Frango,13.99,19.99,10,199.9,,Pix
979.654.875-16,2023-02-13,21:35:47,20,Olivia,Laticínios,Iogurtes,Iogurte,3.8,5.13,3,15.39,,Pix
388.734.149-37,2023-02-13,08:00:16,20,Helena,Carnes,Suína,Lombo,31.99,44.99,8,359.92,,Cartão_Débito
697.767.860-82,2023-02-28,13:33:24,16,Renata,Hortifruti,Frutas,Cereja,24.99,29.99,5,149.95,,Cartão_Crédito
350.696.573-90,2023-02-05,17:21:59,10,Juliana,Moda e Vestuário,Feminino,Vestido de Renda,42.99,64.99,8,519.92,Pagamento não autorizado,Pix
524.927.756-83,2023-02-11,19:38:09,15,Márcia,Moda e Vestuário,Feminino,Bolsa de Couro,44.99,69.99,6,419.94,,Cartão_Débito
242.177.433-30,2023-02-25,11:06:31,20,Sabrina,Hortifruti,Frutas,Melão,6.49,7.99,9,71.91,,Dinheiro
581.848.312-80,2023-02-03,21:22:46,16,Fernanda,Carnes,Bovina,Alcatra,46.99,64.99,7,454.93,,Cartão_Crédito
116.420.943-43,2023-02-23,15:13:57,1,Isabela,Hortifruti,Legumes,Cenoura,1.79,2.33,9,20.97,,Dinheiro
755.900.129-96,2023-02-21,14:54:46,12,Ana,Hortifruti,Frutas,Figo,11.99,14.99,1,14.99,,Cartão_Débito
342.760.858-91,2023-02-28,12:05:14,15,Alice,Bebidas,Não Alcoólicas,Refrigerante,4.5,5.85,8,46.8,,Cartão_Crédito
255.442.755-68,2023-02-28,12:10:02,17,Gabriela,Moda e Vestuário,Feminino,Cardigan de Lã,29.99,44.99,8,359.92,,Pix
429.537.553-81,2023-02-25,08:00:15,15,Ana,Tecnologia,Periféricos,Teclado sem Fio,14.99,19.99,4,79.96,,Pix
436.222.653-83,2023-02-12,14:14:22,14,Sabrina,Padaria,Biscoitos,Biscoito,5.8,7.83,10,78.3,,Cartão_Débito
886.451.284-97,2023-02-01,09:30:10,3,Renata,Tecnologia,Fones de Ouvido,Fone de Ouvido Bluetooth,39.99,49.99,9,449.91,,Cartão_Crédito
815.868.932-28,2023-02-19,15:53:40,10,Beatriz,Hortifruti,Frutas,Mirtilo,19.99,22.99,6,137.94,Pagamento não autorizado,Cartão_Crédito
817.850.232-42,2023-02-21,14:12:13,10,Fernanda,Limpeza,Desinfetantes,Água Sanitária,3.5,5.25,10,52.5,,Cartão_Crédito
808.895.609-39,2023-02-26,11:42:10,4,Beatriz,Moda e Vestuário,Feminino,Vestido Bandagem,36.99,54.99,5,274.95,Erro no preço,Dinheiro
503.333.366-64,2023-02-23,16:08:33,2,Natália,Carnes,Bovina,Fígado de Boi,14.99,19.99,8,159.92,,Cartão_Crédito
949.510.869-64,2023-02-20,17:14:08,11,Márcia,Bebidas,Alcoólicas,Cerveja,5.9,7.67,6,46.02,,Pix
430.873.946-76,2023-02-12,19:08:29,15,Patrícia,Laticínios,Iogurtes,Iogurte,3.8,5.13,6,30.78,,Cartão_Débito
683.136.508-35,2023-02-20,11:09:59,9,Isabela,Moda e Vestuário,Feminino,Vestido Tubinho,34.99,49.99,3,149.97,,Cartão_Débito
908.836.455-29,2023-02-13,10:28:39,6,Sabrina,Carnes,Bovinos,Acém,29.9,43.35,10,433.5,Problemas técnicos,Dinheiro
629.940.555-21,2023-02-16,14:40:46,15,Laura,Moda e Vestuário,Masculino,Sapatênis Casual,39.99,59.99,5,299.95,,Pix
385.355.413-72,2023-02-07,21:44:29,17,Clara,Tecnologia,Fones de Ouvido,Fone de Ouvido Bluetooth,39.99,49.99,5,249.95,,Dinheiro
172.121.400-44,2023-02-25,15:02:03,2,Beatriz,Hortifruti,Frutas,Caju,5.49,6.99,2,13.98,,Dinheiro
613.580.347-95,2023-02-04,11:33:27,16,Tatiana,Higiene,Sabonetes,Gel de Banho,4.2,5.88,7,41.16,,Cartão_Crédito
917.379.567-57,2023-02-20,19:10:34,3,Carla,Padaria,Bolos,Bolo de Chocolate,18.0,24.3,7,170.1,,Cartão_Crédito
