CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
193.314.967-67,2023-01-27,10:39:28,19,Helena,Tecnologia,Relógios Inteligentes,Smartwatch,119.99,149.99,4,599.96,,Cartão_Débito
810.242.139-56,2023-01-07,11:32:37,19,Beatriz,Moda e Vestuário,Feminino,Cardigan de Lã,29.99,44.99,7,314.93,,Cartão_Débito
902.956.393-19,2023-01-09,16:37:30,2,Beatriz,Moda e Vestuário,Feminino,Vestido Longo,54.99,79.99,6,479.94,,Cartão_Crédito
223.154.539-55,2023-01-12,11:25:25,8,Fernanda,Padaria,Biscoitos,Biscoito,5.8,7.83,9,70.47,Erro no preço,Cartão_Crédito
321.369.436-66,2023-01-23,19:19:37,11,Juliana,Limpeza,Detergentes,Detergente,3.2,4.8,8,38.4,,Pix
921.993.755-88,2023-01-12,19:01:28,17,Sabrina,Hortifruti,Legumes,Tomate,3.49,4.54,6,27.24,,Cartão_Débito
305.817.421-69,2023-01-26,17:09:47,4,Mariana,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,10,499.9,,Dinheiro
870.556.842-30,2023-01-31,16:30:47,1,Beatriz,Moda e Vestuário,Masculino,Blazer Slim,59.99,89.99,10,899.9,,Dinheiro
897.234.455-74,2023-01-14,21:33:17,20,Daniela,Bebidas,Alcoólicas,Cerveja,5.9,7.67,8,61.36,Estoque indisponível,Cartão_Crédito
937.305.731-71,2023-01-30,16:03:50,6,Clara,Sobremesas,Chocolates,Chocolate,7.5,10.5,5,52.5,,Cartão_Crédito
463.355.206-69,2023-01-10,17:02:02,6,Laura,Moda e Vestuário,Masculino,Blazer Casual,49.99,74.99,10,749.9,,Cartão_Crédito
441.775.380-41,2023-01-07,20:19:43,4,Patrícia,Carnes,Suína,Lombo Suíno,31.99,44.99,7,314.93,,Cartão_Débito
467.741.667-32,2023-01-14,16:31:58,5,Carla,Hortifruti,Frutas,Limão Cravo,5.49,6.99,4,27.96,,Dinheiro
250.550.485-44,2023-01-11,14:56:11,12,Patrícia,Carnes,Suína,Lombo,31.99,44.99,5,224.95,,Pix
179.884.170-45,2023-01-09,09:46:45,8,Alice,Sobremesas,Chocolates,Chocolate,7.5,10.5,10,105.0,,Pix
696.824.638-65,2023-01-02,09:52:37,12,Helena,Decoração,Relógios,Relógio de Parede,19.99,29.99,2,59.98,,Cartão_Crédito
999.874.357-22,2023-01-18,14:07:10,20,Alice,Carnes,Aves,Peito de Frango,15.5,22.47,5,112.35,,Cartão_Crédito
598.442.277-67,2023-01-18,16:41:03,1,Beatriz,Carnes,Suína,Linguiça Toscana,24.99,34.99,2,69.98,,Pix
841.354.334-70,2023-01-30,20:43:14,14,Patrícia,Carnes,Aves,Salsicha de Frango,9.99,14.99,2,29.98,Desconto recusado,Cartão_Débito
855.481.468-24,2023-01-07,19:30:23,18,Fernanda,Eletrodomésticos,Aspiradores,Aspirador de Pó,149.99,199.99,8,1599.92,,Cartão_Débito
539.931.676-28,2023-01-04,21:33:47,10,Helena,Bebidas,Alcoólicas,Vinho Tinto,25.0,32.5,4,130.0,,Dinheiro
897.875.382-30,2023-01-24,09:08:47,13,Fernanda,Moda e Vestuário,Masculino,Bermuda Jeans,19.99,29.99,6,179.94,Desistência do cliente,Pix
599.498.178-59,2023-01-10,14:03:49,13,Helena,Tecnologia,Periféricos,Teclado sem Fio,14.99,19.99,2,39.98,,Cartão_Débito
324.596.145-91,2023-01-06,14:16:47,18,Laura,Móveis,Cadeiras,Cadeira de Escritório,119.99,149.99,5,749.95,,Dinheiro
954.928.648-70,2023-01-08,15:26:25,13,Daniela,Carnes,Suína,Linguiça Toscana,24.99,34.99,1,34.99,,Cartão_Débito
611.596.899-93,2023-01-18,19:09:57,20,Clara,Carnes,Bovina,Rabo de Boi,17.99,24.99,5,124.95,,Cartão_Débito
403.936.352-85,2023-01-29,10:41:33,13,Mariana,Moda e Vestuário,Masculino,Calça Jogger,26.99,39.99,1,39.99,,Cartão_Crédito
193.799.682-45,2023-01-08,13:37:06,2,Isabela,Carnes,Suínos,Lombo Suíno,22.7,32.91,4,131.64,,Cartão_Crédito
629.685.806-77,2023-01-22,08:26:07,20,Clara,Laticínios,Iogurtes,Iogurte,3.8,5.13,8,41.04,,Dinheiro
736.537.481-89,2023-01-30,09:10:22,8,Olivia,Hortifruti,Frutas,Lichia,9.99,12.49,8,99.92,,Cartão_Débito
536.202.678-24,2023-01-23,18:59:30,8,Renata,Moda e Vestuário,Feminino,Calça Legging,22.99,34.99,1,34.99,Problemas técnicos,Cartão_Crédito
117.373.715-37,2023-01-12,13:43:31,16,Daniela,Laticínios,Iogurtes,Iogurte,3.8,5.13,6,30.78,,Cartão_Crédito
326.284.656-98,2023-01-13,21:14:35,7,Gabriela,Hortifruti,Frutas,Caju,5.49,6.99,2,13.98,,Dinheiro
351.548.841-84,2023-01-19,19:48:30,1,Natália,Hortifruti,Frutas,Maracujá,2.99,3.99,5,19.95,,Pix
329.174.176-92,2023-01-21,13:01:16,9,Juliana,Móveis,Mesas,Mesa de Jantar,249.99,299.99,4,1199.96,,Dinheiro
755.423.951-40,2023-01-22,13:59:42,11,Sabrina,Carnes,Suína,Lombo Suíno,31.99,44.99,10,449.9,,Cartão_Crédito
124.533.484-78,2023-01-13,11:01:54,6,Juliana,Carnes,Bovina,Contrafilé,52.99,74.99,6,449.94,,Pix
320.585.825-94,2023-01-13,19:31:43,4,Ana,Hortifruti,Frutas,Banana da Terra,3.99,4.99,4,19.96,,Pix
959.408.241-81,2023-01-06,19:11:47,17,Carla,Carnes,Bovina,Carne de Hambúrguer,21.99,29.99,1,29.99,Estoque indisponível,Cartão_Crédito
996.293.373-28,2023-01-06,08:35:25,13,Fernanda,Moda e Vestuário,Feminino,Vestido Chemise,29.99,44.99,4,179.96,,Dinheiro
416.983.772-20,2023-01-26,14:49:17,4,Natália,Decoração,Tapetes,Tapete,59.99,79.99,8,639.92,,Dinheiro
522.502.820-60,2023-01-13,15:37:57,3,Natália,Moda e Vestuário,Masculino,Calça Cargo,29.99,44.99,6,269.94,,Cartão_Crédito
731.614.803-74,2023-01-12,15:32:22,16,Tatiana,Hortifruti,Frutas,Manga Tommy,4.99,6.49,2,12.98,,Pix
237.480.925-88,2023-01-30,21:09:52,7,Daniela,Bebidas,Alcoólicas,Cerveja,5.9,7.67,3,23.01,,Cartão_Débito
284.563.830-14,2023-01-07,11:42:25,5,Sabrina,Esportes,Bicicletas,Bicicleta,399.99,499.99,4,1999.96,,Cartão_Débito
698.826.427-71,2023-01-11,18:07:33,17,Ana,Hortifruti,Frutas,Limão Siciliano,4.49,5.49,9,49.41,,Dinheiro
912.150.765-11,2023-01-08,09:00:46,1,Renata,Moda e Vestuário,Masculino,Blazer Slim,59.99,89.99,3,269.97,,Dinheiro
497.695.314-28,2023-01-21,08:58:57,16,Mariana,Moda e Vestuário,Masculino,Moletom com Capuz,32.99,49.99,3,149.97,,Cartão_Crédito
317.727.967-27,2023-01-13,21:48:17,13,Isabela,Lazer,Cadeiras de Praia,Cadeira de Praia,19.99,29.99,6,179.94,,Pix
329.712.389-96,2023-01-27,09:16:16,2,Alice,Hortifruti,Legumes,Batata,2.99,3.89,2,7.78,,Cartão_Crédito
579.860.540-49,2023-01-14,17:23:18,2,Sabrina,Laticínios,Leites,Leite,2.5,3.38,1,3.38,,Cartão_Crédito
255.389.379-94,2023-01-28,10:24:33,5,Olivia,Hortifruti,Legumes,Cenoura,1.79,2.33,1,2.33,,Dinheiro
796.726.591-88,2023-01-17,17:55:21,8,Natália,Moda e Vestuário,Masculino,Calça Cargo,29.99,44.99,7,314.93,,Dinheiro
946.819.803-99,2023-01-29,10:20:53,13,Tatiana,Moda e Vestuário,Feminino,Blusa Estampada,19.99,29.99,5,149.95,,Cartão_Crédito
598.267.166-51,2023-01-04,12:31:34,15,Clara,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,2,139.98,,Cartão_Crédito
580.698.194-99,2023-01-17,09:57:58,13,Márcia,Carnes,Suína,Orelha de Porco,9.99,14.99,9,134.91,,Cartão_Débito
946.772.841-22,2023-01-12,21:22:28,20,Laura,Carnes,Bovina,Músculo,24.99,34.99,10,349.9,Problemas de entrega,Cartão_Débito
635.940.698-81,2023-01-01,12:15:13,6,Isabela,Moda e Vestuário,Feminino,Vestido Blusê,32.99,49.99,6,299.94,,Cartão_Débito
761.830.120-44,2023-01-11,15:41:20,19,Renata,Moda e Vestuário,Feminino,Vestido de Renda,42.99,64.99,6,389.94,,Cartão_Crédito
794.343.544-80,2023-01-03,21:19:01,10,Gabriela,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,69.99,89.99,5,449.95,,Pix
782.407.179-95,2023-01-15,08:35:45,11,Daniela,Carnes,Aves,Sobrecoxa de Frango,21.99,29.99,6,179.94,,Cartão_Débito
328.362.599-35,2023-01-11,17:14:24,2,Laura,Hortifruti,Frutas,Limão Cravo,5.49,6.99,4,27.96,,Cartão_Débito
484.310.491-85,2023-01-25,16:18:12,17,Mariana,Carnes,Aves,Linguiça de Frango,13.99,19.99,9,179.91,,Dinheiro
330.174.259-15,2023-01-09,08:54:39,8,Tatiana,Moda e Vestuário,Feminino,Blusa de Tricô,22.99,34.99,4,139.96,,Pix
161.402.454-35,2023-01-19,13:54:41,3,Isabela,Hortifruti,Frutas,Limão Cravo,5.49,6.99,8,55.92,,Cartão_Crédito
363.356.838-24,2023-01-19,18:30:24,4,Mariana,Moda e Vestuário,Feminino,Vestido Tubinho,34.99,49.99,8,399.92,,Dinheiro
416.620.225-69,2023-01-10,13:39:34,7,Olivia,Bebidas,Não Alcoólicas,Suco de Laranja,6.2,8.06,2,16.12,Pagamento não autorizado,Cartão_Débito
436.821.959-72,2023-01-20,15:18:57,2,Sabrina,Hortifruti,Frutas,Amora,14.99,17.99,2,35.98,,Cartão_Débito
280.373.926-77,2023-01-01,16:25:37,18,Alice,Moda e Vestuário,Feminino,Bolsa de Couro,44.99,69.99,2,139.98,,Pix
583.231.238-57,2023-01-29,17:06:05,20,Ana,Limpeza,Desinfetantes,Água Sanitária,3.5,5.25,7,36.75,Fraude,Cartão_Débito
872.368.282-12,2023-01-11,10:25:26,10,Gabriela,Decoração,Tapetes,Tapete,59.99,79.99,3,239.97,,Dinheiro
478.532.599-14,2023-01-13,15:38:30,6,Alice,Hortifruti,Frutas,Mamão Formosa,3.99,5.49,7,38.43,,Pix
589.896.321-13,2023-01-11,11:37:53,3,Patrícia,Carnes,Bovinos,Acém,29.9,43.35,1,43.35,,Dinheiro
424.442.695-37,2023-01-14,10:44:21,14,Juliana,Higiene,Desodorantes,Desodorante,8.8,12.32,9,110.88,,Pix
408.249.532-59,2023-01-21,21:56:12,11,Tatiana,Hortifruti,Frutas,Uva Verde,7.49,9.99,4,39.96,,Dinheiro
107.756.473-89,2023-01-14,19:22:25,7,Gabriela,Iluminação,Abajures,Abajur,39.99,49.99,6,299.94,Erro no preço,Cartão_Débito
990.582.760-48,2023-01-23,16:31:22,18,Clara,Carnes,Bovina,Contrafilé,52.99,74.99,9,674.91,,Pix
302.845.157-31,2023-01-27,09:36:42,1,Laura,Hortifruti,Frutas,Abacaxi,4.5,5.85,10,58.5,Problemas técnicos,Cartão_Débito
256.716.842-21,2023-01-23,12:19:04,9,Márcia,Carnes,Aves,Linguiça Toscana de Frango,17.99,24.99,8,199.92,,Cartão_Débito
495.219.251-90,2023-01-18,14:08:25,15,Isabela,Padaria,Bolos,Torta de Morango,22.0,29.7,1,29.7,,Cartão_Débito
531.140.127-71,2023-01-08,11:30:11,13,Natália,Hortifruti,Frutas,Caju,5.49,6.99,10,69.9,Problemas técnicos,Cartão_Crédito
682.514.636-24,2023-01-10,16:18:08,6,Isabela,Limpeza,Desinfetantes,Água Sanitária,3.5,5.25,8,42.0,,Cartão_Crédito
403.758.829-24,2023-01-28,15:30:29,1,Gabriela,Padaria,Salgados,Coxinha de Frango,3.5,4.73,8,37.84,,Dinheiro
259.151.742-20,2023-01-05,11:44:58,13,Clara,Esportes,Bolas,Bola de Futebol,14.99,19.99,10,199.9,,Dinheiro
986.967.598-12,2023-01-10,13:06:57,5,Gabriela,Hortifruti,Frutas,Maracujá,2.99,3.99,8,31.92,Erro no preço,Pix
736.875.701-52,2023-01-30,10:57:50,9,Natália,Moda e Vestuário,Feminino,Vestido Chemise,29.99,44.99,4,179.96,,Pix
495.368.225-45,2023-01-27,09:50:46,14,Márcia,Moda e Vestuário,Feminino,Vestido Floral,39.99,59.99,10,599.9,,Dinheiro
662.616.365-34,2023-01-19,08:14:28,3,Daniela,Laticínios,Queijos,Queijo,9.99,13.49,6,80.94,,Cartão_Débito
258.785.245-56,2023-01-14,12:54:13,18,Márcia,Hortifruti,Legumes,Cenoura,1.79,2.33,3,6.99,,Cartão_Débito
254.150.513-10,2023-01-26,18:58:40,11,Renata,Hortifruti,Frutas,Abacaxi,4.5,5.85,8,46.8,,Dinheiro
648.142.513-46,2023-01-26,09:45:51,16,Olivia,Carnes,Bovina,Picanha,49.99,69.99,3,209.97,,Dinheiro
859.807.164-58,2023-01-27,16:59:29,12,Fernanda,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,6,479.94,,Cartão_Débito
157.235.901-96,2023-01-23,18:21:52,18,Helena,Hortifruti,Frutas,Pêssego,4.0,5.2,1,5.2,,Dinheiro
725.381.207-84,2023-01-09,19:40:34,12,Olivia,Hortifruti,Frutas,Nectarina,7.99,9.99,7,69.93,,Cartão_Débito
876.656.129-84,2023-01-13,12:56:37,8,Carla,Carnes,Aves,Pato Inteiro,74.99,89.99,7,629.93,,Pix
655.412.631-90,2023-01-05,11:23:07,16,Alice,Bebidas,Não Alcoólicas,Refrigerante,4.5,5.85,7,40.95,,Cartão_Débito
821.888.208-30,2023-01-31,14:31:38,2,Ana,Moda e Vestuário,Feminino,Sandália Rasteira,26.99,39.99,2,79.98,,Cartão_Débito
563.587.147-52,2023-01-08,10:52:44,15,Isabela,Carnes,Ovinos,Linguiça de Cordeiro,19.99,29.99,6,179.94,,Cartão_Débito
942.621.871-47,2023-01-06,19:16:08,14,Natália,Higiene,Sabonetes,Gel de Banho,4.2,5.88,10,58.8,,Pix
169.244.184-45,2023-01-29,19:38:29,14,Sabrina,Bebidas,Não Alcoólicas,Suco de Laranja,6.2,8.06,6,48.36,,Pix
580.817.731-99,2023-01-21,17:04:52,4,Beatriz,Limpeza,Detergentes,Detergente,3.2,4.8,1,4.8,Pagamento não autorizado,Cartão_Crédito
239.473.128-28,2023-01-15,19:54:57,6,Tatiana,Móveis,Camas,Cama de Casal,399.99,499.99,3,1499.97,,Cartão_Crédito
810.681.295-90,2023-01-22,19:44:16,8,Helena,Hortifruti,Frutas,Physalis,34.99,39.99,10,399.9,,Pix
907.134.103-12,2023-01-08,15:42:07,3,Laura,Carnes,Bovina,Rabo de Boi,17.99,24.99,3,74.97,,Pix
831.905.197-27,2023-01-30,21:48:27,16,Laura,Hortifruti,Frutas,Carambola,5.99,7.49,6,44.94,,Dinheiro
797.989.193-91,2023-01-29,12:18:38,2,Carla,Carnes,Bovina,Língua de Boi,24.99,34.99,10,349.9,,Cartão_Crédito
323.423.831-73,2023-01-12,13:37:26,6,Helena,Carnes,Ovinos,Pernil de Cordeiro,59.99,74.99,5,374.95,Desistência do cliente,Cartão_Débito
568.356.950-47,2023-01-13,13:30:49,4,Carla,Moda e Vestuário,Masculino,Gravata Slim,19.99,29.99,3,89.97,,Cartão_Crédito
741.668.445-32,2023-01-29,12:19:20,9,Carla,Carnes,Bovina,Mocotó,21.99,29.99,3,89.97,,Dinheiro
822.941.523-94,2023-01-04,16:38:28,11,Natália,Moda e Vestuário,Feminino,Saia Lápis,22.99,34.99,7,244.93,Problemas técnicos,Cartão_Crédito
765.290.659-31,2023-01-14,09:44:48,7,Carla,Moda e Vestuário,Masculino,Cinto de Couro,12.99,19.99,2,39.98,,Pix
773.673.251-19,2023-01-01,15:07:37,10,Sabrina,Padaria,Biscoitos,Rosquinhas,3.9,5.27,7,36.89,,Cartão_Crédito
174.216.631-45,2023-01-17,18:07:38,7,Renata,Hortifruti,Frutas,Banana Nanica,1.99,2.99,2,5.98,Pagamento não autorizado,Dinheiro
330.479.871-64,2023-01-23,10:33:44,13,Tatiana,Snacks,Salgadinhos,Pipoca,2.0,2.9,10,29.0,,Cartão_Crédito
531.875.806-95,2023-01-23,20:22:26,15,Alice,Hortifruti,Frutas,Kiwi,5.0,6.5,2,13.0,,Dinheiro
312.418.234-98,2023-01-22,19:09:36,20,Ana,Hortifruti,Frutas,Maracujá,2.99,3.99,8,31.92,Desistência do cliente,Cartão_Crédito
736.488.924-81,2023-01-01,16:07:44,20,Juliana,Limpeza,Detergentes,Detergente,3.2,4.8,3,14.4,,Cartão_Débito
250.968.950-84,2023-01-05,11:44:54,13,Renata,Moda e Vestuário,Feminino,Blusa Ciganinha,22.99,34.99,5,174.95,,Cartão_Crédito
791.663.871-68,2023-01-20,14:07:13,4,Natália,Carnes,Suína,Pernil,29.99,39.99,4,159.96,,Dinheiro
443.730.310-29,2023-01-17,17:11:47,10,Ana,Laticínios,Queijos,Queijo,9.99,13.49,4,53.96,,Pix
157.133.440-12,2023-01-23,21:21:50,18,Laura,Carnes,Bovina,Rabo de Boi,17.99,24.99,6,149.94,Desistência do cliente,Cartão_Crédito
859.763.485-63,2023-01-11,20:00:18,5,Beatriz,Limpeza,Sabão em Pó,Amaciante de Roupas,9.7,14.55,6,87.3,,Dinheiro
905.913.334-17,2023-01-10,15:28:38,7,Helena,Hortifruti,Frutas,Pitanga,16.99,19.99,7,139.93,,Cartão_Débito
608.920.482-22,2023-01-05,21:16:10,1,Tatiana,Tecnologia,Acessórios,Cabo HDMI,7.99,9.99,3,29.97,,Cartão_Débito
940.836.216-49,2023-01-08,16:53:51,7,Natália,Carnes,Aves,Sobrecoxa de Frango,12.8,18.56,4,74.24,,Cartão_Crédito
408.647.987-83,2023-01-03,13:51:35,2,Ana,Moda e Vestuário,Masculino,Suéter de Tricô,36.99,54.99,6,329.94,,Cartão_Crédito
440.839.877-32,2023-01-23,09:38:01,7,Juliana,Moda e Vestuário,Feminino,Blusa Ciganinha,22.99,34.99,8,279.92,,Dinheiro
157.649.858-32,2023-01-19,20:50:58,1,Tatiana,Carnes,Suína,Linguiça Toscana,24.99,34.99,8,279.92,,Pix
710.356.905-10,2023-01-19,16:39:38,14,Natália,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,6,299.94,,Cartão_Crédito
139.388.359-47,2023-01-04,11:08:53,13,Tatiana,Decoração,Tapetes,Tapete,59.99,79.99,7,559.93,,Cartão_Débito
393.466.446-48,2023-01-31,21:19:05,1,Helena,Moda e Vestuário,Masculino,Jaqueta de Couro,89.99,129.99,10,1299.9,,Pix
376.801.326-96,2023-01-31,15:58:11,4,Mariana,Hortifruti,Frutas,Uva Verde,7.49,9.99,10,99.9,,Dinheiro
754.217.149-99,2023-01-01,19:31:57,17,Sabrina,Móveis,Sofás,Sofá de Couro,499.99,599.99,7,4199.93,,Cartão_Débito
812.321.983-68,2023-01-27,13:42:35,17,Ana,Moda e Vestuário,Feminino,Vestido Ciganinha,26.99,39.99,8,319.92,Desconto recusado,Pix
251.101.485-62,2023-01-27,11:49:39,16,Olivia,Hortifruti,Frutas,Amora,14.99,17.99,8,143.92,,Cartão_Débito
505.942.749-85,2023-01-13,12:09:00,20,Alice,Limpeza,Sabão em Pó,Sabão em Pó,8.5,12.75,7,89.25,Desconto recusado,Dinheiro
959.629.450-72,2023-01-02,19:06:45,7,Olivia,Hortifruti,Frutas,Manga,4.49,5.99,7,41.93,,Cartão_Crédito
940.323.512-28,2023-01-18,16:37:24,8,Mariana,Carnes,Aves,Coxa de Peru,29.99,39.99,1,39.99,,Cartão_Débito
164.453.812-86,2023-01-07,08:43:40,8,Patrícia,Higiene,Shampoos,Shampoo,12.9,18.06,7,126.42,Estoque indisponível,Pix
292.558.787-41,2023-01-17,20:40:33,11,Patrícia,Carnes,Aves,Linguiça Toscana de Frango,17.99,24.99,2,49.98,,Cartão_Débito
245.697.625-50,2023-01-20,10:57:00,6,Renata,Carnes,Bovina,Músculo,24.99,34.99,6,209.94,,Dinheiro
611.348.583-52,2023-01-07,10:41:46,15,Juliana,Carnes,Aves,Linguiça de Peru,13.99,19.99,1,19.99,Desistência do cliente,Dinheiro
188.893.172-33,2023-01-01,10:53:54,8,Mariana,Celulares,Smartphones,Smartphone,1799.99,2249.99,10,22499.9,,Cartão_Débito
241.881.983-90,2023-01-06,09:03:54,3,Tatiana,Hortifruti,Frutas,Ameixa,6.99,8.99,7,62.93,,Dinheiro
172.573.546-75,2023-01-27,15:57:01,11,Gabriela,Moda e Vestuário,Masculino,Cinto de Couro,12.99,19.99,4,79.96,,Pix
112.342.691-53,2023-01-09,09:41:45,18,Patrícia,Bebidas,Águas,Água Mineral,1.5,1.95,7,13.65,,Dinheiro
330.134.540-94,2023-01-09,14:57:54,13,Gabriela,Carnes,Aves,Sobrecoxa de Frango,21.99,29.99,2,59.98,,Dinheiro
913.230.914-40,2023-01-13,15:45:58,20,Márcia,Móveis,Mesas,Mesa de Jantar,249.99,299.99,5,1499.95,,Cartão_Crédito
958.379.479-39,2023-01-18,21:02:52,19,Renata,Carnes,Aves,Peito de Frango,15.99,22.99,4,91.96,,Cartão_Crédito
470.155.714-92,2023-01-20,09:08:33,15,Beatriz,Carnes,Bovina,Fraldinha,31.99,44.99,8,359.92,,Pix
886.261.564-76,2023-01-15,10:00:36,15,Olivia,Higiene,Escovas de Dentes,Escova de Dentes,3.9,5.46,7,38.22,,Cartão_Crédito
944.313.499-29,2023-01-26,13:11:21,12,Beatriz,Higiene,Shampoos,Shampoo,12.9,18.06,9,162.54,,Dinheiro
306.702.661-61,2023-01-03,19:10:24,20,Fernanda,Moda e Vestuário,Masculino,Blazer Casual,49.99,74.99,1,74.99,,Cartão_Débito
128.643.100-26,2023-01-21,16:52:22,9,Alice,Hortifruti,Frutas,Cereja Americana,49.99,54.99,2,109.98,,Dinheiro
546.646.666-97,2023-01-15,10:11:16,12,Juliana,Eletrodomésticos,Aspiradores,Aspirador de Pó,149.99,199.99,4,799.96,,Pix
387.191.898-32,2023-01-18,20:53:36,9,Daniela,Carnes,Bovinos,Acém,29.9,43.35,4,173.4,,Cartão_Débito
666.691.701-77,2023-01-05,16:56:12,2,Natália,Moda e Vestuário,Masculino,Moletom com Capuz,32.99,49.99,6,299.94,,Cartão_Débito
581.637.412-29,2023-01-11,09:00:34,16,Márcia,Hortifruti,Frutas,Figo,11.99,14.99,1,14.99,,Pix
148.852.796-24,2023-01-22,08:09:37,10,Fernanda,Padaria,Biscoitos,Biscoito,5.8,7.83,7,54.81,,Cartão_Débito
108.792.763-26,2023-01-13,09:20:36,15,Natália,Móveis,Prateleiras,Prateleira de Parede,19.99,29.99,4,119.96,,Pix
199.628.105-19,2023-01-19,13:07:01,11,Alice,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,8,199.92,,Pix
698.206.188-11,2023-01-02,15:02:39,19,Patrícia,Hortifruti,Frutas,Banana da Terra,3.99,4.99,7,34.93,,Cartão_Débito
885.869.136-49,2023-01-11,15:12:37,10,Daniela,Moda e Vestuário,Feminino,Vestido de Festa,69.99,99.99,9,899.91,,Pix
789.356.799-69,2023-01-10,09:47:13,10,Olivia,Hortifruti,Frutas,Caju,5.49,6.99,10,69.9,,Dinheiro
362.707.711-24,2023-01-23,09:11:58,9,Carla,Hortifruti,Frutas,Abacaxi,4.5,5.85,10,58.5,,Dinheiro
570.255.947-86,2023-01-19,19:01:01,16,Beatriz,Hortifruti,Frutas,Cereja,24.99,29.99,8,239.92,Erro no preço,Dinheiro
217.724.922-63,2023-01-10,20:18:16,16,Laura,Padaria,Bolos,Bolo de Chocolate,18.0,24.3,6,145.8,,Dinheiro
404.570.301-40,2023-01-28,19:29:00,2,Renata,Eletroeletrônicos,Televisores,Smart TV 50 polegadas,2199.99,2639.99,8,21119.92,,Cartão_Crédito
250.952.111-93,2023-01-04,13:57:30,3,Mariana,Carnes,Suína,Bisteca Suína,21.99,29.99,4,119.96,,Pix
332.915.886-96,2023-01-22,12:33:56,17,Fernanda,Moda e Vestuário,Feminino,Vestido Bandagem,36.99,54.99,5,274.95,,Dinheiro
852.820.840-43,2023-01-02,13:07:39,3,Tatiana,Hortifruti,Frutas,Kiwi,5.0,6.5,3,19.5,,Dinheiro
386.440.235-83,2023-01-06,09:47:25,5,Tatiana,Eletroeletrônicos,Computadores,Notebook,3499.99,4199.99,3,12599.97,,Dinheiro
282.618.101-60,2023-01-04,20:35:32,20,Fernanda,Carnes,Suína,Pernil,29.99,39.99,8,319.92,,Pix
304.531.156-50,2023-01-14,19:39:28,11,Patrícia,Padaria,Bolos,Torta de Morango,22.0,29.7,5,148.5,,Dinheiro
973.240.604-22,2023-01-31,09:38:17,2,Gabriela,Padaria,Bebidas Quentes,Café,5.0,6.75,4,27.0,,Cartão_Crédito
233.692.498-96,2023-01-26,09:15:59,11,Tatiana,Padaria,Bolos,Bolo de Cenoura,16.0,21.6,10,216.0,,Cartão_Débito
294.173.674-10,2023-01-18,21:47:36,13,Tatiana,Padaria,Bolos,Bolo de Cenoura,16.0,21.6,5,108.0,,Dinheiro
