CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
788.588.393-90,2023-11-10,21:22:50,11,Renata,Carnes,Suínos,Lombo Suíno,22.7,32.91,10,329.1,,Dinheiro
939.201.799-64,2023-11-20,17:44:31,15,Clara,Sobremesas,Sorvetes,Sorvete,12.0,16.8,6,100.8,Desistência do cliente,Pix
122.782.267-63,2023-11-29,21:04:54,19,Natália,Carnes,Suína,Orelha de Porco,9.99,14.99,1,14.99,,Pix
453.342.573-95,2023-11-04,09:18:56,13,Laura,Padaria,Bolos,Bolo de Chocolate,18.0,24.3,3,72.9,,Dinheiro
912.137.193-61,2023-11-08,20:24:29,16,Carla,Carnes,Suína,Rabo de Porco,17.99,24.99,1,24.99,,Pix
447.745.915-52,2023-11-09,17:03:20,4,Olivia,Moda e Vestuário,Feminino,Vestido de Renda,42.99,64.99,2,129.98,,Pix
280.618.155-45,2023-11-15,14:30:41,7,Mariana,Higiene,Sabonetes,Gel de Banho,4.2,5.88,10,58.8,,Pix
594.140.563-53,2023-11-24,09:25:18,9,Juliana,Decoração,Quadros,Quadro Decorativo,29.99,39.99,6,239.94,,Pix
180.858.783-69,2023-11-04,11:27:37,1,Natália,Decoração,Vasos,Vaso de Plantas,14.99,19.99,4,79.96,,Cartão_Crédito
485.738.356-30,2023-11-02,08:23:14,3,Alice,Carnes,Suína,Lombo,31.99,44.99,5,224.95,,Cartão_Débito
757.642.263-14,2023-11-20,21:42:01,7,Olivia,Moda e Vestuário,Masculino,Camisa Polo,22.99,34.99,5,174.95,,Dinheiro
271.373.548-57,2023-11-13,13:43:51,16,Juliana,Carnes,Aves,Pato Inteiro,74.99,89.99,8,719.92,Desconto recusado,Cartão_Crédito
210.920.859-34,2023-11-12,08:37:42,12,Renata,Carnes,Bovinos,Carne de Sol,35.5,51.48,2,102.96,,Cartão_Crédito
102.755.591-84,2023-11-08,19:50:49,20,Daniela,Moda e Vestuário,Feminino,Regata Básica,9.99,14.99,6,89.94,,Dinheiro
501.864.668-15,2023-11-17,16:37:04,8,Daniela,Carnes,Bovina,Fígado de Boi,14.99,19.99,9,179.91,,Cartão_Débito
578.442.374-49,2023-11-24,16:28:58,3,Natália,Carnes,Bovina,Mocotó,21.99,29.99,2,59.98,,Pix
156.560.126-53,2023-11-22,20:57:26,3,Beatriz,Hortifruti,Frutas,Tamarindo,11.99,13.99,10,139.9,,Dinheiro
796.726.591-88,2023-11-01,08:51:54,18,Carla,Moda e Vestuário,Feminino,Vestido Tubinho,34.99,49.99,3,149.97,,Cartão_Crédito
565.233.345-72,2023-11-03,16:01:46,6,Gabriela,Moda e Vestuário,Feminino,Saia Lápis,22.99,34.99,9,314.91,,Pix
810.856.957-54,2023-11-05,15:15:01,19,Márcia,Móveis,Puffs,Puff,29.99,39.99,8,319.92,,Pix
218.583.905-48,2023-11-01,21:37:29,6,Alice,Moda e Vestuário,Masculino,Camisa Social,24.99,39.99,3,119.97,,Cartão_Débito
320.683.588-49,2023-11-07,11:54:31,20,Juliana,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,9,629.91,,Pix
720.701.568-93,2023-11-18,14:46:25,18,Patrícia,Carnes,Aves,Linguiça Toscana de Frango,17.99,24.99,3,74.97,,Cartão_Crédito
480.195.677-50,2023-11-22,19:47:16,9,Olivia,Moda e Vestuário,Masculino,Calça Jogger,26.99,39.99,10,399.9,,Dinheiro
213.347.149-31,2023-11-27,18:02:58,10,Renata,Eletroeletrônicos,Computadores,Notebook,3499.99,4199.99,6,25199.94,Problemas técnicos,Cartão_Débito
938.655.785-18,2023-11-03,20:22:34,7,Helena,Hortifruti,Frutas,Caju,5.49,6.99,7,48.93,,Cartão_Crédito
385.729.938-67,2023-11-18,10:31:12,6,Ana,Esportes,Pranchas,Prancha de Surf,249.99,299.99,7,2099.93,,Cartão_Crédito
278.955.258-70,2023-11-10,12:20:02,16,Clara,Moda e Vestuário,Feminino,Blusa Ciganinha,22.99,34.99,3,104.97,,Cartão_Débito
962.962.916-86,2023-11-05,09:07:12,12,Mariana,Carnes,Bovina,Fígado de Boi,14.99,19.99,6,119.94,,Cartão_Crédito
388.327.270-50,2023-11-04,13:47:33,3,Olivia,Padaria,Bolos,Torta de Morango,22.0,29.7,7,207.9,,Pix
432.583.983-22,2023-11-05,12:40:58,14,Sabrina,Moda e Vestuário,Masculino,Moletom com Capuz,32.99,49.99,7,349.93,,Dinheiro
570.255.947-86,2023-11-06,18:32:46,18,Gabriela,Higiene,Desodorantes,Desodorante,8.8,12.32,2,24.64,,Dinheiro
260.930.135-89,2023-11-23,13:29:08,16,Natália,Carnes,Bovina,Bife de Alcatra,47.99,64.99,6,389.94,,Cartão_Crédito
675.546.855-70,2023-11-24,10:44:25,6,Isabela,Hortifruti,Frutas,Caju,5.49,6.99,7,48.93,,Cartão_Crédito
152.212.818-55,2023-11-06,09:25:25,20,Márcia,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,6,299.94,Desistência do cliente,Cartão_Débito
262.746.521-46,2023-11-15,09:21:05,1,Márcia,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,69.99,89.99,5,449.95,Fraude,Pix
197.721.400-15,2023-11-03,12:13:41,2,Clara,Carnes,Ovinos,Cordeiro Desossado,79.99,94.99,9,854.91,,Dinheiro
955.547.125-76,2023-11-26,21:05:01,2,Olivia,Iluminação,Lâmpadas,Lâmpada LED,7.99,9.99,2,19.98,,Cartão_Crédito
363.666.734-26,2023-11-11,16:51:45,6,Natália,Carnes,Aves,Linguiça de Frango,13.99,19.99,5,99.95,,Dinheiro
880.438.526-64,2023-11-23,10:32:37,1,Beatriz,Moda e Vestuário,Masculino,Calça Cargo,29.99,44.99,10,449.9,,Cartão_Crédito
694.615.552-49,2023-11-30,18:04:17,13,Tatiana,Carnes,Bovina,Fraldinha,31.99,44.99,4,179.96,Problemas técnicos,Cartão_Crédito
512.880.353-43,2023-11-24,11:49:42,11,Fernanda,Laticínios,Queijos,Queijo,9.99,13.49,3,40.47,,Cartão_Crédito
480.819.149-17,2023-11-29,09:36:43,2,Tatiana,Moda e Vestuário,Masculino,Blazer Casual,49.99,74.99,10,749.9,Problemas técnicos,Cartão_Débito
901.750.182-50,2023-11-09,18:43:41,5,Gabriela,Carnes,Bovina,Picanha,49.99,69.99,5,349.95,,Cartão_Débito
603.754.220-95,2023-11-18,15:18:52,4,Gabriela,Hortifruti,Frutas,Melancia,6.0,7.8,6,46.8,,Cartão_Crédito
423.398.776-59,2023-11-03,20:51:58,4,Carla,Padaria,Biscoitos,Rosquinhas,3.9,5.27,8,42.16,,Cartão_Débito
631.896.187-52,2023-11-29,19:18:56,10,Gabriela,Hortifruti,Frutas,Nectarina,7.99,9.99,3,29.97,,Dinheiro
581.327.951-27,2023-11-12,18:38:22,19,Beatriz,Hortifruti,Frutas,Kiwi,5.0,6.5,2,13.0,,Pix
441.987.787-12,2023-11-24,11:34:02,12,Márcia,Móveis,Prateleiras,Prateleira de Parede,19.99,29.99,3,89.97,,Dinheiro
341.169.892-76,2023-11-01,09:46:31,14,Márcia,Hortifruti,Frutas,Cereja Chilena,44.99,49.99,3,149.97,,Dinheiro
382.241.220-17,2023-11-14,20:06:01,19,Carla,Hortifruti,Frutas,Limão,3.5,4.55,7,31.85,,Pix
629.686.417-52,2023-11-06,13:54:42,1,Helena,Moda e Vestuário,Masculino,Terno Slim,99.99,149.99,2,299.98,,Dinheiro
632.434.861-28,2023-11-15,11:34:28,15,Natália,Hortifruti,Frutas,Romã,7.99,9.99,4,39.96,,Pix
227.780.799-74,2023-11-11,10:45:43,6,Daniela,Moda e Vestuário,Masculino,Blazer Casual,49.99,74.99,6,449.94,,Dinheiro
622.370.979-66,2023-11-17,10:30:35,7,Fernanda,Decoração,Quadros,Quadro Decorativo,29.99,39.99,2,79.98,,Cartão_Débito
331.631.735-94,2023-11-01,16:25:08,15,Laura,Limpeza,Utensílios de Limpeza,Vassoura,12.0,18.0,8,144.0,,Cartão_Débito
679.128.537-14,2023-11-24,12:30:02,4,Carla,Esportes,Bicicletas,Bicicleta,399.99,499.99,4,1999.96,,Cartão_Crédito
195.355.544-28,2023-11-15,18:45:46,8,Clara,Decoração,Espelhos,Espelho de Parede,39.99,49.99,4,199.96,,Dinheiro
865.423.354-74,2023-11-22,12:08:07,13,Isabela,Limpeza,Sabão em Pó,Amaciante de Roupas,9.7,14.55,10,145.5,,Cartão_Débito
407.572.663-75,2023-11-21,19:14:06,11,Carla,Carnes,Bovina,Maminha,44.99,62.99,7,440.93,,Cartão_Débito
225.292.815-37,2023-11-28,21:57:30,9,Natália,Carnes,Suína,Lombo,31.99,44.99,4,179.96,Problemas técnicos,Pix
944.584.278-31,2023-11-03,18:17:40,15,Patrícia,Hortifruti,Frutas,Cereja Argentina,29.99,34.99,1,34.99,,Cartão_Débito
907.242.715-46,2023-11-28,17:49:51,7,Isabela,Hortifruti,Frutas,Tamarindo,11.99,13.99,1,13.99,,Pix
951.614.975-74,2023-11-18,10:04:19,7,Olivia,Carnes,Aves,Coxa de Peru,29.99,39.99,9,359.91,,Cartão_Débito
175.394.130-18,2023-11-17,12:01:13,1,Clara,Carnes,Suína,Costelinha de Porco,34.99,49.99,6,299.94,,Pix
951.933.921-63,2023-11-10,10:56:05,20,Olivia,Sobremesas,Sorvetes,Sorvete,12.0,16.8,10,168.0,,Cartão_Crédito
374.499.104-56,2023-11-24,17:44:53,3,Márcia,Moda e Vestuário,Feminino,Vestido Chemise,29.99,44.99,1,44.99,,Cartão_Débito
314.346.396-42,2023-11-09,10:34:25,13,Gabriela,Moda e Vestuário,Feminino,Vestido Bandagem,36.99,54.99,5,274.95,,Cartão_Crédito
755.988.303-23,2023-11-30,20:29:24,13,Juliana,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,6,149.94,,Cartão_Débito
517.815.401-73,2023-11-11,12:02:52,2,Gabriela,Moda e Vestuário,Masculino,Sapatênis Casual,39.99,59.99,8,479.92,,Cartão_Crédito
958.194.297-20,2023-11-29,12:38:21,1,Patrícia,Hortifruti,Frutas,Nectarina,7.99,9.99,10,99.9,,Pix
112.886.956-65,2023-11-20,08:20:26,2,Juliana,Celulares,Smartphones,Smartphone,1799.99,2249.99,6,13499.94,,Pix
445.873.889-84,2023-11-09,16:12:45,15,Renata,Carnes,Aves,Coxa de Peru,29.99,39.99,4,159.96,,Dinheiro
222.981.738-63,2023-11-13,08:29:03,16,Fernanda,Moda e Vestuário,Feminino,Vestido Longo,54.99,79.99,7,559.93,,Cartão_Crédito
160.346.589-42,2023-11-26,17:14:11,8,Olivia,Hortifruti,Legumes,Cenoura,1.79,2.33,5,11.65,,Cartão_Débito
862.283.797-81,2023-11-26,13:04:16,9,Tatiana,Hortifruti,Frutas,Pitanga,16.99,19.99,7,139.93,,Cartão_Débito
829.261.682-34,2023-11-02,14:36:49,12,Clara,Moda e Vestuário,Feminino,Saia Midi,24.99,39.99,6,239.94,,Dinheiro
910.128.261-54,2023-11-14,09:00:01,15,Isabela,Carnes,Bovina,Maminha,44.99,62.99,8,503.92,,Cartão_Crédito
807.786.270-44,2023-11-17,21:15:37,19,Gabriela,Hortifruti,Legumes,Batata,2.99,3.89,2,7.78,,Pix
557.743.409-95,2023-11-08,12:22:30,7,Isabela,Carnes,Ovinos,Carré de Cordeiro,69.99,84.99,10,849.9,,Cartão_Débito
917.263.141-46,2023-11-09,16:55:30,19,Sabrina,Hortifruti,Frutas,Mirtilo,19.99,22.99,3,68.97,,Cartão_Débito
119.402.973-63,2023-11-24,08:00:01,1,Alice,Moda e Vestuário,Masculino,Camisa Social,24.99,39.99,9,359.91,,Pix
756.179.630-86,2023-11-09,14:41:25,18,Tatiana,Moda e Vestuário,Feminino,Cardigan de Lã,29.99,44.99,4,179.96,Desistência do cliente,Dinheiro
652.381.352-47,2023-11-09,14:37:43,8,Sabrina,Moda e Vestuário,Feminino,Shorts Jeans,16.99,24.99,5,124.95,,Pix
736.471.911-79,2023-11-14,11:20:15,18,Daniela,Hortifruti,Frutas,Romã,7.99,9.99,10,99.9,,Cartão_Crédito
740.719.220-54,2023-11-01,18:22:11,14,Patrícia,Carnes,Aves,Codorna Inteira,39.99,54.99,3,164.97,,Cartão_Crédito
553.105.314-70,2023-11-10,14:14:39,1,Carla,Carnes,Bovina,Coxão Mole,42.99,59.99,5,299.95,,Cartão_Crédito
754.978.998-40,2023-11-11,12:17:49,12,Isabela,Carnes,Aves,Salsicha de Frango,9.99,14.99,5,74.95,,Pix
843.773.947-23,2023-11-30,16:23:17,10,Beatriz,Hortifruti,Frutas,Caju,5.49,6.99,7,48.93,,Cartão_Crédito
742.285.929-72,2023-11-12,10:32:19,15,Beatriz,Carnes,Bovinos,Carne de Sol,35.5,51.48,1,51.48,,Cartão_Débito
523.980.218-99,2023-11-24,21:26:04,15,Márcia,Moda e Vestuário,Feminino,Shorts Jeans,16.99,24.99,8,199.92,,Pix
391.464.540-74,2023-11-10,11:44:12,18,Isabela,Limpeza,Detergentes,Lava-louças,4.8,7.2,6,43.2,,Cartão_Crédito
777.601.893-15,2023-11-22,11:12:51,7,Gabriela,Hortifruti,Frutas,Kiwi,9.99,11.99,8,95.92,,Cartão_Crédito
581.280.520-35,2023-11-01,14:25:49,3,Olivia,Esportes,Tacos,Taco de Baseball,19.99,29.99,4,119.96,,Pix
378.568.493-67,2023-11-21,20:02:40,7,Fernanda,Carnes,Aves,Coxa de Frango,17.99,24.99,4,99.96,,Dinheiro
213.347.149-31,2023-11-12,11:08:48,2,Mariana,Hortifruti,Frutas,Jabuticaba,12.99,15.99,5,79.95,,Dinheiro
945.579.115-23,2023-11-25,09:23:29,1,Beatriz,Carnes,Aves,Salsicha de Frango,9.99,14.99,4,59.96,,Pix
403.478.120-59,2023-11-23,14:54:39,15,Carla,Carnes,Aves,Salsicha de Frango,9.99,14.99,5,74.95,,Pix
