CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
630.331.877-60,2023-10-25,14:09:56,10,Daniela,Carnes,Ovinos,Linguiça de Cordeiro,19.99,29.99,10,299.9,,Cartão_Crédito
110.665.489-22,2023-10-30,13:46:33,15,Alice,Carnes,Bovina,Costela,39.99,54.99,4,219.96,,Cartão_Crédito
381.163.582-76,2023-10-19,09:07:53,13,Isabela,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,4,199.96,,Cartão_Crédito
632.348.690-84,2023-10-21,16:52:00,14,Sabrina,Moda e Vestuário,Masculino,Calça Cargo,29.99,44.99,10,449.9,,Pix
394.152.782-56,2023-10-13,14:44:14,14,Ana,Moda e Vestuário,Feminino,Vestido Rodado,36.99,54.99,4,219.96,Desconto recusado,Cartão_Débito
777.188.984-65,2023-10-04,20:14:38,12,Mariana,Hortifruti,Frutas,Cereja do Rio Grande,34.99,39.99,1,39.99,,Dinheiro
850.568.193-60,2023-10-25,18:15:02,18,Daniela,Eletrodomésticos,Ventiladores,Ventilador de Mesa,49.99,69.99,3,209.97,,Pix
498.107.768-37,2023-10-31,20:00:34,13,Laura,Moda e Vestuário,Masculino,Sapatênis Casual,39.99,59.99,5,299.95,,Cartão_Débito
760.105.279-35,2023-10-10,12:43:12,14,Carla,Higiene,Sabonetes,Gel de Banho,4.2,5.88,4,23.52,,Pix
855.590.343-63,2023-10-25,10:21:25,7,Natália,Bebidas,Não Alcoólicas,Refrigerante,4.5,5.85,1,5.85,,Pix
445.553.672-89,2023-10-21,11:44:53,3,Laura,Hortifruti,Frutas,Caqui,8.99,10.99,3,32.97,,Dinheiro
336.586.629-28,2023-10-06,08:20:13,18,Ana,Esportes,Tacos,Taco de Baseball,19.99,29.99,10,299.9,Desistência do cliente,Cartão_Débito
660.855.857-27,2023-10-09,09:31:05,6,Fernanda,Moda e Vestuário,Feminino,Bolsa de Couro,44.99,69.99,2,139.98,,Cartão_Débito
314.792.478-26,2023-10-07,19:37:53,20,Patrícia,Decoração,Relógios,Relógio de Parede,19.99,29.99,10,299.9,,Pix
699.471.357-27,2023-10-26,13:28:27,16,Ana,Hortifruti,Frutas,Cereja,24.99,29.99,4,119.96,,Dinheiro
587.699.854-74,2023-10-22,21:27:09,8,Laura,Carnes,Ovinos,Pernil de Cordeiro,59.99,74.99,6,449.94,,Dinheiro
840.690.705-80,2023-10-06,19:56:00,2,Tatiana,Carnes,Aves,Linguiça de Frango,13.99,19.99,6,119.94,Erro no preço,Dinheiro
849.385.134-70,2023-10-03,21:27:29,20,Gabriela,Hortifruti,Legumes,Batata,2.99,3.89,2,7.78,Pagamento não autorizado,Cartão_Crédito
107.771.485-19,2023-10-07,21:20:15,14,Olivia,Moda e Vestuário,Feminino,Cardigan de Lã,29.99,44.99,4,179.96,,Pix
588.935.403-77,2023-10-17,13:05:32,20,Mariana,Carnes,Aves,Peito de Frango,15.99,22.99,7,160.93,,Dinheiro
257.432.457-11,2023-10-12,13:47:15,8,Beatriz,Carnes,Aves,Coração de Frango,11.99,16.99,10,169.9,,Pix
101.533.913-52,2023-10-03,21:33:47,14,Isabela,Esportes,Tacos,Taco de Baseball,19.99,29.99,6,179.94,,Pix
154.272.840-72,2023-10-16,14:47:02,12,Clara,Lazer,Brinquedos,Quebra-cabeça,14.99,19.99,10,199.9,,Cartão_Crédito
488.104.242-18,2023-10-26,11:29:03,15,Mariana,Carnes,Suína,Bacon Fatiado,24.99,34.99,7,244.93,,Cartão_Débito
303.210.829-42,2023-10-10,09:44:34,14,Beatriz,Carnes,Suína,Barriga de Porco,21.99,29.99,5,149.95,,Dinheiro
399.919.516-28,2023-10-02,08:00:56,3,Natália,Hortifruti,Frutas,Manga,4.49,5.99,1,5.99,,Cartão_Débito
523.213.178-18,2023-10-06,16:08:14,6,Clara,Decoração,Espelhos,Espelho de Parede,39.99,49.99,8,399.92,,Cartão_Crédito
762.476.847-52,2023-10-07,18:09:59,5,Helena,Lazer,Piscinas,Piscina Inflável,79.99,99.99,2,199.98,,Dinheiro
635.135.641-72,2023-10-05,19:56:42,18,Beatriz,Carnes,Bovina,Músculo,24.99,34.99,1,34.99,,Pix
730.778.235-37,2023-10-07,15:36:14,12,Gabriela,Carnes,Bovina,Rabo de Boi,17.99,24.99,2,49.98,,Cartão_Crédito
714.796.605-27,2023-10-16,13:08:13,9,Clara,Iluminação,Abajures,Abajur,39.99,49.99,4,199.96,,Cartão_Crédito
678.389.952-66,2023-10-12,17:18:24,18,Olivia,Carnes,Ovinos,Contrafilé de Cordeiro,54.99,69.99,7,489.93,,Pix
485.408.483-45,2023-10-04,16:12:38,3,Tatiana,Carnes,Bovina,Maminha,44.99,62.99,1,62.99,,Dinheiro
756.408.668-54,2023-10-23,13:47:54,19,Laura,Carnes,Aves,Asa de Frango,13.99,19.99,10,199.9,,Dinheiro
271.800.680-95,2023-10-04,08:25:33,12,Tatiana,Laticínios,Leites,Leite,2.5,3.38,10,33.8,Erro no preço,Dinheiro
678.389.952-66,2023-10-14,10:31:40,9,Beatriz,Carnes,Bovina,Maminha,44.99,62.99,2,125.98,,Dinheiro
181.362.953-69,2023-10-01,21:40:51,9,Natália,Eletrodomésticos,Micro-ondas,Micro-ondas,149.99,199.99,10,1999.9,,Cartão_Crédito
800.421.401-71,2023-10-07,17:58:43,15,Fernanda,Higiene,Sabonetes,Sabonete,2.3,3.22,8,25.76,Problemas de entrega,Cartão_Débito
269.915.746-53,2023-10-31,20:27:37,16,Ana,Carnes,Bovina,Costela,39.99,54.99,6,329.94,Pagamento não autorizado,Pix
937.696.850-82,2023-10-27,14:15:18,4,Beatriz,Padaria,Pães,Pão Integral,4.5,6.08,4,24.32,,Dinheiro
964.663.200-94,2023-10-14,12:33:29,14,Alice,Hortifruti,Frutas,Pêssego,4.0,5.2,1,5.2,Estoque indisponível,Pix
242.284.318-91,2023-10-29,11:51:11,17,Carla,Hortifruti,Frutas,Melão,6.49,7.99,6,47.94,,Dinheiro
767.566.768-68,2023-10-25,11:27:32,7,Juliana,Móveis,Prateleiras,Prateleira de Parede,19.99,29.99,7,209.93,,Dinheiro
794.819.552-32,2023-10-08,09:56:08,4,Patrícia,Carnes,Bovina,Picanha Argentina,59.99,79.99,1,79.99,,Cartão_Crédito
178.808.424-82,2023-10-17,09:38:21,9,Carla,Padaria,Biscoitos,Biscoito,5.8,7.83,6,46.98,Pagamento não autorizado,Pix
190.713.226-69,2023-10-25,17:26:53,1,Fernanda,Carnes,Aves,Sobrecoxa de Frango,12.8,18.56,10,185.6,,Dinheiro
262.168.822-98,2023-10-04,20:58:19,18,Isabela,Eletroeletrônicos,Televisores,Smart TV 50 polegadas,2199.99,2639.99,3,7919.97,,Cartão_Crédito
375.196.459-44,2023-10-27,20:40:12,2,Helena,Hortifruti,Frutas,Melão,6.49,7.99,6,47.94,Pagamento não autorizado,Cartão_Débito
786.770.700-48,2023-10-17,09:36:00,12,Beatriz,Hortifruti,Frutas,Banana da Terra,3.99,4.99,5,24.95,,Dinheiro
303.634.549-84,2023-10-08,20:31:58,3,Carla,Carnes,Bovina,Rabo,29.99,39.99,10,399.9,,Dinheiro
786.770.700-48,2023-10-06,08:53:32,3,Mariana,Carnes,Suína,Lombo,31.99,44.99,9,404.91,,Dinheiro
629.156.531-63,2023-10-15,16:36:55,19,Fernanda,Carnes,Suínos,Lombo Suíno,22.7,32.91,6,197.46,,Cartão_Crédito
756.564.490-30,2023-10-10,17:27:01,14,Daniela,Snacks,Salgadinhos,Pipoca,2.0,2.9,4,11.6,,Cartão_Débito
652.226.127-21,2023-10-28,15:36:13,20,Alice,Limpeza,Sabão em Pó,Amaciante de Roupas,9.7,14.55,9,130.95,,Pix
134.926.635-72,2023-10-09,16:49:20,9,Gabriela,Tecnologia,Acessórios,Cabo HDMI,7.99,9.99,8,79.92,,Pix
658.886.708-20,2023-10-09,19:54:57,11,Juliana,Moda e Vestuário,Feminino,Shorts Jeans,16.99,24.99,9,224.91,,Pix
937.696.850-82,2023-10-28,10:59:39,10,Ana,Carnes,Aves,Pato Inteiro,74.99,89.99,8,719.92,,Pix
910.483.587-25,2023-10-09,16:05:54,2,Renata,Hortifruti,Legumes,Cenoura,1.79,2.33,7,16.31,Estoque indisponível,Pix
522.988.853-86,2023-10-17,17:30:34,10,Alice,Hortifruti,Frutas,Uva Verde,7.49,9.99,5,49.95,,Dinheiro
576.406.557-52,2023-10-07,21:01:11,20,Clara,Carnes,Bovina,Maminha,44.99,62.99,2,125.98,,Cartão_Crédito
243.760.530-59,2023-10-12,12:26:17,11,Mariana,Hortifruti,Frutas,Jabuticaba,12.99,15.99,9,143.91,,Pix
242.433.594-44,2023-10-23,17:29:25,15,Olivia,Bebidas,Águas,Água Mineral,1.5,1.95,5,9.75,,Cartão_Crédito
118.830.916-41,2023-10-21,12:55:17,18,Mariana,Decoração,Vasos,Vaso de Plantas,14.99,19.99,3,59.97,,Dinheiro
431.635.994-57,2023-10-28,17:52:21,5,Sabrina,Móveis,Puffs,Puff,29.99,39.99,7,279.93,,Pix
550.739.480-19,2023-10-03,19:25:07,8,Alice,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,5,249.95,,Dinheiro
563.503.387-98,2023-10-01,12:03:31,14,Natália,Carnes,Aves,Fígado de Frango,7.99,12.99,2,25.98,Pagamento não autorizado,Pix
853.233.967-86,2023-10-23,14:20:03,2,Helena,Moda e Vestuário,Masculino,Blazer Casual,49.99,74.99,5,374.95,,Cartão_Crédito
655.383.282-72,2023-10-26,16:37:01,2,Patrícia,Carnes,Bovinos,Acém,29.9,43.35,1,43.35,,Dinheiro
879.805.846-49,2023-10-22,12:46:18,6,Helena,Carnes,Bovina,Fígado de Boi,14.99,19.99,7,139.93,,Pix
292.758.685-32,2023-10-11,10:12:29,11,Mariana,Moda e Vestuário,Masculino,Camisa Polo,22.99,34.99,3,104.97,,Pix
251.908.982-15,2023-10-20,11:02:03,15,Ana,Limpeza,Detergentes,Lava-louças,4.8,7.2,7,50.4,,Cartão_Débito
458.195.453-88,2023-10-16,17:29:36,20,Tatiana,Esportes,Luvas,Luvas de Boxe,29.99,39.99,6,239.94,Desconto recusado,Cartão_Crédito
416.570.902-21,2023-10-14,13:47:11,2,Tatiana,Moda e Vestuário,Masculino,Gravata Slim,19.99,29.99,4,119.96,,Cartão_Crédito
663.454.832-95,2023-10-04,09:11:43,10,Olivia,Carnes,Suína,Bacon Fatiado,24.99,34.99,2,69.98,,Cartão_Crédito
760.673.373-99,2023-10-12,08:06:01,6,Isabela,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,7,559.93,,Cartão_Crédito
153.776.414-68,2023-10-07,13:37:02,1,Mariana,Iluminação,Lâmpadas,Lâmpada LED,7.99,9.99,9,89.91,,Cartão_Débito
204.501.124-48,2023-10-29,20:37:32,13,Ana,Hortifruti,Frutas,Uva,8.0,10.4,10,104.0,,Cartão_Débito
406.536.153-32,2023-10-28,19:14:35,10,Daniela,Iluminação,Lâmpadas,Lâmpada LED,7.99,9.99,4,39.96,Desistência do cliente,Cartão_Débito
996.887.205-80,2023-10-27,16:44:44,5,Isabela,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,2,159.98,,Cartão_Crédito
153.778.215-44,2023-10-01,20:54:30,16,Clara,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,4,279.96,Desistência do cliente,Cartão_Crédito
353.138.168-27,2023-10-30,08:14:37,15,Daniela,Bebidas,Não Alcoólicas,Suco de Laranja,6.2,8.06,9,72.54,Problemas de entrega,Dinheiro
660.417.340-39,2023-10-30,16:31:52,5,Beatriz,Carnes,Aves,Linguiça Toscana de Frango,17.99,24.99,4,99.96,,Cartão_Crédito
360.724.538-27,2023-10-25,09:44:03,17,Sabrina,Carnes,Aves,Peito de Pato,49.99,64.99,2,129.98,,Cartão_Crédito
477.435.705-60,2023-10-21,17:41:47,18,Renata,Bebidas,Alcoólicas,Vinho Tinto,25.0,32.5,9,292.5,Desistência do cliente,Pix
303.210.829-42,2023-10-08,21:50:47,19,Sabrina,Hortifruti,Frutas,Cereja do Rio Grande,34.99,39.99,10,399.9,,Dinheiro
435.615.178-51,2023-10-07,11:31:40,18,Natália,Carnes,Suína,Costelinha de Porco,34.99,49.99,3,149.97,,Cartão_Débito
674.675.991-45,2023-10-14,11:19:51,15,Tatiana,Carnes,Aves,Peito de Frango,15.99,22.99,9,206.91,Desistência do cliente,Cartão_Crédito
805.877.258-31,2023-10-09,12:18:22,8,Beatriz,Limpeza,Detergentes,Detergente,3.2,4.8,3,14.4,,Pix
784.520.641-60,2023-10-11,15:13:06,15,Helena,Carnes,Suína,Bisteca Suína,21.99,29.99,6,179.94,,Pix
677.323.736-43,2023-10-24,16:04:32,18,Ana,Limpeza,Desinfetantes,Água Sanitária,3.5,5.25,9,47.25,,Pix
399.261.757-83,2023-10-25,14:17:58,13,Gabriela,Snacks,Frutos Secos,Amendoim,4.5,6.52,10,65.2,,Cartão_Crédito
310.218.412-19,2023-10-10,20:02:12,7,Juliana,Móveis,Puffs,Puff,29.99,39.99,9,359.91,,Cartão_Débito
920.253.436-31,2023-10-10,21:23:28,15,Natália,Bebidas,Alcoólicas,Cerveja,5.9,7.67,10,76.7,,Dinheiro
794.594.200-50,2023-10-24,13:59:25,12,Beatriz,Moda e Vestuário,Feminino,Saia Lápis,22.99,34.99,6,209.94,,Dinheiro
685.267.700-44,2023-10-18,17:44:45,3,Daniela,Carnes,Bovina,Músculo,24.99,34.99,10,349.9,Desistência do cliente,Dinheiro
731.225.899-56,2023-10-04,13:15:33,20,Renata,Hortifruti,Frutas,Jabuticaba,12.99,15.99,1,15.99,,Dinheiro
967.747.119-52,2023-10-14,08:15:02,19,Daniela,Móveis,Sofás,Sofá de Couro,499.99,599.99,9,5399.91,,Cartão_Débito
280.774.398-81,2023-10-11,09:06:55,18,Juliana,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,3,74.97,,Cartão_Débito
255.411.809-17,2023-10-18,18:40:34,13,Helena,Moda e Vestuário,Masculino,Cinto de Couro,12.99,19.99,7,139.93,Problemas técnicos,Cartão_Débito
223.599.819-18,2023-10-06,15:02:34,15,Laura,Carnes,Aves,Linguiça de Peru,13.99,19.99,1,19.99,Problemas de entrega,Dinheiro
801.864.345-17,2023-10-10,20:28:17,13,Alice,Carnes,Aves,Asa de Frango,13.99,19.99,6,119.94,,Pix
877.587.141-89,2023-10-13,11:25:31,5,Juliana,Lazer,Brinquedos,Quebra-cabeça,14.99,19.99,8,159.92,,Dinheiro
616.634.558-24,2023-10-24,12:31:11,15,Alice,Hortifruti,Frutas,Damasco,10.99,12.99,8,103.92,,Cartão_Crédito
223.597.128-67,2023-10-12,10:43:25,1,Fernanda,Hortifruti,Legumes,Cenoura,1.79,2.33,8,18.64,,Cartão_Crédito
627.317.806-47,2023-10-07,18:23:06,6,Tatiana,Laticínios,Leites,Leite,2.5,3.38,1,3.38,,Dinheiro
133.272.939-15,2023-10-05,11:15:00,3,Ana,Carnes,Bovina,Carne de Hambúrguer,21.99,29.99,6,179.94,Estoque indisponível,Cartão_Débito
375.800.251-89,2023-10-29,16:27:37,13,Laura,Hortifruti,Frutas,Melancia,6.0,7.8,6,46.8,,Dinheiro
838.984.379-23,2023-10-06,16:34:55,12,Alice,Hortifruti,Frutas,Carambola,5.99,7.49,8,59.92,,Dinheiro
444.717.377-99,2023-10-16,16:59:42,5,Sabrina,Esportes,Pranchas,Prancha de Surf,249.99,299.99,10,2999.9,Desconto recusado,Dinheiro
958.598.132-10,2023-10-31,19:00:08,20,Juliana,Moda e Vestuário,Feminino,Vestido Longo,54.99,79.99,10,799.9,,Cartão_Crédito
132.879.554-26,2023-10-11,16:27:59,3,Clara,Hortifruti,Frutas,Uva Verde,7.49,9.99,10,99.9,,Pix
274.732.766-55,2023-10-30,20:45:13,13,Clara,Bebidas,Alcoólicas,Vinho Tinto,25.0,32.5,10,325.0,Estoque indisponível,Pix
418.472.976-41,2023-10-18,09:00:49,6,Alice,Carnes,Ovinos,Pernil de Cordeiro,59.99,74.99,5,374.95,,Cartão_Débito
628.934.400-37,2023-10-04,10:02:48,18,Isabela,Hortifruti,Frutas,Carambola,5.99,7.49,3,22.47,,Cartão_Crédito
432.585.165-22,2023-10-13,09:38:54,1,Carla,Moda e Vestuário,Feminino,Sandália Rasteira,26.99,39.99,5,199.95,,Pix
728.550.355-23,2023-10-07,13:57:23,6,Laura,Limpeza,Desinfetantes,Água Sanitária,3.5,5.25,2,10.5,Estoque indisponível,Cartão_Crédito
864.290.683-55,2023-10-12,21:19:41,9,Patrícia,Hortifruti,Frutas,Limão,3.5,4.55,9,40.95,,Pix
949.448.971-21,2023-10-01,15:17:17,14,Sabrina,Padaria,Pães,Pão Francês,3.0,4.05,5,20.25,Estoque indisponível,Cartão_Débito
616.217.415-37,2023-10-18,09:32:28,7,Carla,Hortifruti,Frutas,Cereja Argentina,29.99,34.99,4,139.96,,Pix
178.880.830-46,2023-10-08,13:23:33,18,Mariana,Esportes,Pranchas,Prancha de Surf,249.99,299.99,7,2099.93,,Dinheiro
604.961.758-95,2023-10-28,09:58:56,13,Isabela,Carnes,Suína,Pernil,29.99,39.99,10,399.9,,Cartão_Débito
469.507.327-86,2023-10-24,13:39:07,9,Gabriela,Móveis,Guarda-roupas,Guarda-roupa,299.99,399.99,1,399.99,Desconto recusado,Dinheiro
337.669.942-24,2023-10-29,08:20:15,16,Natália,Móveis,Guarda-roupas,Guarda-roupa,299.99,399.99,3,1199.97,,Cartão_Crédito
696.426.582-27,2023-10-17,21:35:08,11,Helena,Hortifruti,Frutas,Manga Tommy,4.99,6.49,6,38.94,,Cartão_Débito
846.485.492-67,2023-10-06,21:30:13,17,Mariana,Hortifruti,Frutas,Mamão,5.5,7.15,3,21.45,,Cartão_Débito
576.368.264-13,2023-10-06,16:50:26,16,Natália,Decoração,Cortinas,Cortina,39.99,59.99,2,119.98,,Cartão_Crédito
882.477.346-20,2023-10-31,21:23:11,14,Isabela,Carnes,Suína,Bacon Fatiado,24.99,34.99,5,174.95,,Cartão_Crédito
519.973.701-99,2023-10-10,09:45:24,8,Mariana,Lazer,Cadeiras de Praia,Cadeira de Praia,19.99,29.99,2,59.98,,Pix
838.984.379-23,2023-10-29,19:26:24,8,Clara,Carnes,Bovina,Carne de Hambúrguer,21.99,29.99,1,29.99,Desconto recusado,Cartão_Crédito
962.254.795-98,2023-10-01,21:53:39,9,Renata,Carnes,Bovina,Coxão Duro,34.99,49.99,6,299.94,,Dinheiro
981.857.625-47,2023-10-10,09:14:54,8,Daniela,Limpeza,Sabão em Pó,Amaciante de Roupas,9.7,14.55,7,101.85,Problemas técnicos,Cartão_Débito
289.573.870-72,2023-10-27,14:22:50,18,Gabriela,Esportes,Luvas,Luvas de Boxe,29.99,39.99,4,159.96,,Dinheiro
133.985.750-14,2023-10-12,15:45:42,7,Natália,Higiene,Shampoos,Condicionador,14.5,20.3,4,81.2,,Dinheiro
367.159.673-22,2023-10-06,13:08:50,6,Olivia,Hortifruti,Frutas,Uva Verde,7.49,9.99,2,19.98,,Cartão_Débito
415.854.567-93,2023-10-27,20:35:55,18,Isabela,Eletrodomésticos,Ventiladores,Ventilador de Mesa,49.99,69.99,2,139.98,,Cartão_Débito
849.385.134-70,2023-10-02,08:41:22,12,Juliana,Hortifruti,Frutas,Cereja Chilena,44.99,49.99,3,149.97,,Cartão_Débito
699.690.997-91,2023-10-09,11:39:29,3,Natália,Iluminação,Lâmpadas,Lâmpada LED,7.99,9.99,5,49.95,,Cartão_Crédito
157.149.931-72,2023-10-20,12:19:49,3,Isabela,Hortifruti,Frutas,Cereja Espanhola,39.99,44.99,2,89.98,,Cartão_Crédito
677.323.736-43,2023-10-17,21:16:05,20,Gabriela,Hortifruti,Frutas,Maracujá,2.99,3.99,5,19.95,,Dinheiro
953.957.214-30,2023-10-22,20:59:39,5,Patrícia,Decoração,Quadros,Quadro Decorativo,29.99,39.99,8,319.92,,Cartão_Crédito
847.544.754-31,2023-10-28,17:40:23,17,Helena,Moda e Vestuário,Masculino,Camiseta Estampada,16.99,24.99,9,224.91,,Cartão_Débito
359.490.193-27,2023-10-12,08:53:53,8,Mariana,Móveis,Cadeiras,Cadeira de Escritório,119.99,149.99,2,299.98,,Dinheiro
794.933.969-57,2023-10-21,20:48:45,6,Beatriz,Decoração,Pratos Decorativos,Prato Decorativo,14.99,19.99,9,179.91,,Pix
903.337.652-26,2023-10-21,14:12:08,2,Gabriela,Moda e Vestuário,Masculino,Gravata Slim,19.99,29.99,7,209.93,,Cartão_Débito
658.315.905-45,2023-10-25,15:57:23,14,Márcia,Decoração,Relógios,Relógio de Parede,19.99,29.99,10,299.9,,Cartão_Crédito
994.604.647-93,2023-10-25,21:30:24,10,Fernanda,Laticínios,Queijos,Queijo,9.99,13.49,10,134.9,,Pix
488.949.631-49,2023-10-18,15:28:28,17,Márcia,Moda e Vestuário,Feminino,Regata Básica,9.99,14.99,7,104.93,,Cartão_Débito
325.748.296-63,2023-10-08,19:04:28,13,Natália,Carnes,Bovina,Bife de Alcatra,47.99,64.99,6,389.94,,Cartão_Crédito
807.956.254-16,2023-10-30,10:47:07,2,Olivia,Hortifruti,Frutas,Kiwi,5.0,6.5,10,65.0,,Cartão_Débito
