CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
422.176.904-46,2024-02-11,12:50:39,20,Sabrina,Moda e Vestuário,Masculino,Blazer Slim,59.99,89.99,9,809.91,Estoque indisponível,Dinheiro
511.554.734-29,2024-02-29,17:27:59,4,Helena,Lazer,Cadeiras de Praia,Cadeira de Praia,19.99,29.99,7,209.93,,Cartão_Débito
425.760.523-11,2024-02-18,14:32:18,11,Mariana,Carnes,Bovina,Mocotó,21.99,29.99,3,89.97,,Dinheiro
197.223.970-61,2024-02-17,21:26:09,5,Alice,Bebidas,Águas,Água Mineral,1.5,1.95,7,13.65,,Dinheiro
251.605.197-91,2024-02-23,18:21:53,11,Laura,Móveis,Prateleiras,Prateleira de Parede,19.99,29.99,9,269.91,,Cartão_Crédito
217.805.749-61,2024-02-21,11:07:31,15,Helena,Hortifruti,Frutas,Uva Verde,7.49,9.99,4,39.96,,Dinheiro
302.742.464-52,2024-02-21,15:10:17,18,Sabrina,Hortifruti,Frutas,Jabuticaba,12.99,15.99,2,31.98,,Pix
990.386.119-18,2024-02-18,15:10:46,12,Gabriela,Carnes,Aves,Linguiça de Frango,13.99,19.99,1,19.99,Problemas técnicos,Pix
932.838.783-51,2024-02-14,10:23:11,9,Sabrina,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,79.99,99.99,6,599.94,,Pix
573.475.234-77,2024-02-02,08:28:41,1,Clara,Carnes,Bovina,Alcatra,46.99,64.99,10,649.9,Desconto recusado,Dinheiro
973.103.700-45,2024-02-25,16:14:51,4,Patrícia,Carnes,Aves,Filé de Pato,59.99,74.99,10,749.9,,Dinheiro
332.915.886-96,2024-02-09,08:46:02,2,Carla,Moda e Vestuário,Feminino,Blusa Ciganinha,22.99,34.99,2,69.98,,Pix
255.770.146-24,2024-02-02,08:43:41,16,Clara,Carnes,Aves,Linguiça Toscana de Frango,17.99,24.99,3,74.97,,Cartão_Débito
620.781.368-12,2024-02-01,19:06:51,13,Márcia,Moda e Vestuário,Masculino,Calça Social,39.99,59.99,4,239.96,,Dinheiro
269.785.715-90,2024-02-17,18:02:16,16,Ana,Hortifruti,Frutas,Melão,6.49,7.99,7,55.93,,Cartão_Crédito
495.531.539-26,2024-02-24,11:35:06,19,Daniela,Carnes,Suína,Pernil,29.99,39.99,9,359.91,,Dinheiro
483.446.201-23,2024-02-21,12:16:31,9,Daniela,Hortifruti,Legumes,Cebola,2.29,2.98,5,14.9,,Cartão_Crédito
856.371.413-90,2024-02-11,11:11:38,20,Sabrina,Hortifruti,Frutas,Pitaya,16.99,19.99,5,99.95,,Cartão_Débito
854.526.492-87,2024-02-12,10:44:56,7,Carla,Limpeza,Utensílios de Limpeza,Vassoura,12.0,18.0,9,162.0,,Dinheiro
817.708.597-10,2024-02-09,15:53:44,12,Helena,Lazer,Brinquedos,Cama Elástica,149.99,199.99,5,999.95,,Dinheiro
645.261.425-20,2024-02-23,12:07:17,14,Juliana,Carnes,Aves,Fígado de Frango,7.99,12.99,10,129.9,,Dinheiro
714.307.790-68,2024-02-20,20:42:30,12,Alice,Moda e Vestuário,Feminino,Cardigan de Lã,29.99,44.99,7,314.93,,Cartão_Débito
249.331.268-13,2024-02-13,12:23:45,9,Clara,Tecnologia,Câmeras,Câmera Fotográfica,249.99,299.99,6,1799.94,,Cartão_Crédito
928.253.452-16,2024-02-15,08:12:53,16,Natália,Hortifruti,Frutas,Maçã,4.99,6.49,9,58.41,,Cartão_Crédito
796.726.591-88,2024-02-17,15:05:58,7,Márcia,Higiene,Desodorantes,Desodorante,8.8,12.32,8,98.56,,Pix
775.567.502-42,2024-02-06,19:05:14,20,Mariana,Hortifruti,Frutas,Laranja,2.0,2.6,2,5.2,,Cartão_Crédito
818.177.248-77,2024-02-08,13:55:09,6,Natália,Moda e Vestuário,Feminino,Vestido Chemise,29.99,44.99,9,404.91,,Pix
848.647.373-40,2024-02-04,10:57:08,9,Olivia,Limpeza,Detergentes,Lava-louças,4.8,7.2,3,21.6,,Pix
400.586.733-84,2024-02-29,14:18:32,19,Clara,Hortifruti,Legumes,Batata,2.99,3.89,3,11.67,,Cartão_Débito
603.717.730-95,2024-02-21,18:47:05,11,Carla,Carnes,Bovina,Rabo,29.99,39.99,2,79.98,,Cartão_Crédito
196.331.934-53,2024-02-20,11:26:05,5,Sabrina,Hortifruti,Legumes,Cebola,2.29,2.98,6,17.88,,Dinheiro
272.123.707-93,2024-02-18,19:58:48,4,Olivia,Carnes,Ovinos,Cordeiro Desossado,79.99,94.99,1,94.99,,Cartão_Débito
908.938.966-39,2024-02-03,16:33:42,14,Renata,Bebidas,Alcoólicas,Cerveja,5.9,7.67,7,53.69,Desistência do cliente,Dinheiro
342.760.858-91,2024-02-25,14:32:28,18,Isabela,Carnes,Ovinos,Paleta de Cordeiro,74.99,89.99,1,89.99,,Pix
327.206.231-19,2024-02-10,14:07:35,6,Ana,Hortifruti,Frutas,Damasco,10.99,12.99,6,77.94,,Cartão_Crédito
308.104.928-45,2024-02-09,12:10:36,7,Sabrina,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,9,449.91,,Cartão_Crédito
335.768.903-22,2024-02-10,21:06:05,20,Gabriela,Hortifruti,Frutas,Tangerina,2.49,3.49,5,17.45,Problemas técnicos,Cartão_Crédito
504.482.233-98,2024-02-25,17:46:03,13,Carla,Hortifruti,Frutas,Uva Verde,7.49,9.99,7,69.93,,Cartão_Débito
147.364.143-22,2024-02-16,18:16:07,6,Beatriz,Carnes,Aves,Peito de Peru,39.99,49.99,3,149.97,,Pix
403.525.854-32,2024-02-24,13:30:32,4,Patrícia,Carnes,Bovina,Maminha,44.99,62.99,7,440.93,,Cartão_Crédito
111.549.250-76,2024-02-09,19:28:41,8,Juliana,Decoração,Tapetes,Tapete,59.99,79.99,7,559.93,,Pix
700.294.897-81,2024-02-17,21:34:22,16,Daniela,Esportes,Bicicletas,Bicicleta,399.99,499.99,1,499.99,,Cartão_Crédito
391.906.806-68,2024-02-14,08:41:59,18,Isabela,Móveis,Mesas,Escrivaninha,99.99,129.99,2,259.98,,Cartão_Débito
536.926.697-31,2024-02-17,12:12:06,8,Alice,Decoração,Quadros,Quadro Decorativo,29.99,39.99,1,39.99,,Cartão_Crédito
255.407.803-84,2024-02-05,17:35:23,14,Alice,Bebidas,Alcoólicas,Cerveja,5.9,7.67,3,23.01,,Cartão_Débito
769.679.168-86,2024-02-02,09:17:24,7,Ana,Carnes,Aves,Linguiça de Frango,13.99,19.99,3,59.97,,Cartão_Débito
631.936.337-82,2024-02-28,10:13:48,3,Carla,Padaria,Salgados,Coxinha de Frango,3.5,4.73,4,18.92,,Dinheiro
201.871.271-24,2024-02-19,19:58:40,4,Clara,Hortifruti,Frutas,Romã,7.99,9.99,10,99.9,,Cartão_Crédito
402.296.948-50,2024-02-16,10:36:13,11,Mariana,Hortifruti,Frutas,Uva,8.0,10.4,10,104.0,,Cartão_Débito
383.131.477-97,2024-02-07,18:00:06,13,Renata,Moda e Vestuário,Feminino,Vestido Ciganinha,26.99,39.99,5,199.95,,Cartão_Crédito
142.895.846-82,2024-02-02,09:05:25,11,Laura,Decoração,Quadros,Quadro Decorativo,29.99,39.99,1,39.99,,Dinheiro
914.813.363-74,2024-02-09,19:05:38,20,Ana,Hortifruti,Frutas,Mirtilo,19.99,22.99,10,229.9,,Cartão_Crédito
133.601.557-58,2024-02-20,21:18:44,17,Carla,Carnes,Bovina,Maminha,44.99,62.99,4,251.96,,Pix
938.464.137-19,2024-02-14,12:39:18,16,Isabela,Moda e Vestuário,Feminino,Blusa Estampada,19.99,29.99,3,89.97,,Cartão_Crédito
958.808.650-55,2024-02-16,10:56:07,19,Carla,Carnes,Suína,Barriga de Porco,21.99,29.99,9,269.91,Problemas técnicos,Pix
330.814.456-89,2024-02-25,10:16:25,16,Isabela,Hortifruti,Frutas,Banana da Terra,3.99,4.99,3,14.97,Estoque indisponível,Pix
957.417.571-99,2024-02-22,16:16:51,3,Alice,Padaria,Pães,Pão Francês,3.0,4.05,1,4.05,,Dinheiro
234.712.430-55,2024-02-22,16:02:58,4,Alice,Hortifruti,Frutas,Pera,3.29,4.49,7,31.43,,Cartão_Débito
164.216.740-62,2024-02-28,13:02:31,14,Isabela,Hortifruti,Frutas,Maçã,4.99,6.49,4,25.96,,Pix
225.536.540-24,2024-02-15,13:55:01,5,Mariana,Móveis,Cadeiras,Cadeira de Escritório,119.99,149.99,4,599.96,,Dinheiro
299.531.392-27,2024-02-27,11:36:14,16,Natália,Padaria,Biscoitos,Rosquinhas,3.9,5.27,1,5.27,,Cartão_Crédito
342.329.958-42,2024-02-14,13:06:09,2,Laura,Carnes,Ovinos,Pernil de Cordeiro,59.99,74.99,4,299.96,,Cartão_Débito
454.110.226-30,2024-02-18,16:19:00,11,Carla,Moda e Vestuário,Feminino,Vestido de Festa,69.99,99.99,6,599.94,,Pix
936.838.515-68,2024-02-08,12:58:22,12,Patrícia,Móveis,Sofás,Sofá de Couro,499.99,599.99,6,3599.94,,Dinheiro
384.886.617-84,2024-02-03,08:11:43,12,Helena,Hortifruti,Frutas,Banana,2.99,3.89,5,19.45,,Cartão_Crédito
281.112.450-21,2024-02-17,19:08:24,17,Sabrina,Móveis,Sofás,Sofá de Couro,499.99,599.99,7,4199.93,,Dinheiro
652.379.876-15,2024-02-26,15:20:55,3,Mariana,Padaria,Biscoitos,Biscoito,5.8,7.83,2,15.66,,Cartão_Débito
618.150.432-76,2024-02-24,20:51:10,15,Olivia,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,10,699.9,,Cartão_Crédito
182.374.575-49,2024-02-14,09:41:47,5,Gabriela,Móveis,Guarda-roupas,Guarda-roupa,299.99,399.99,7,2799.93,,Pix
918.534.680-87,2024-02-12,19:34:09,10,Alice,Hortifruti,Frutas,Manga Tommy,4.99,6.49,3,19.47,,Cartão_Débito
599.705.299-18,2024-02-21,09:53:34,5,Helena,Limpeza,Detergentes,Detergente,3.2,4.8,4,19.2,Problemas técnicos,Dinheiro
345.876.526-22,2024-02-10,11:55:29,2,Daniela,Moda e Vestuário,Feminino,Vestido de Renda,42.99,64.99,10,649.9,,Pix
424.980.418-38,2024-02-06,17:05:21,6,Renata,Moda e Vestuário,Masculino,Camisa Xadrez,19.99,29.99,10,299.9,,Dinheiro
577.518.698-43,2024-02-23,18:33:01,4,Laura,Carnes,Ovinos,Carré de Cordeiro,69.99,84.99,9,764.91,,Pix
652.957.953-89,2024-02-07,20:40:05,17,Juliana,Padaria,Pães,Pão Integral,4.5,6.08,4,24.32,,Cartão_Débito
981.450.122-66,2024-02-23,21:59:21,4,Ana,Moda e Vestuário,Feminino,Saia Midi,24.99,39.99,6,239.94,,Cartão_Débito
256.576.939-31,2024-02-27,21:15:18,9,Sabrina,Hortifruti,Frutas,Carambola,5.99,7.49,6,44.94,,Cartão_Crédito
808.708.850-45,2024-02-15,10:50:00,8,Beatriz,Hortifruti,Frutas,Kiwi,9.99,11.99,10,119.9,,Dinheiro
221.812.520-28,2024-02-27,21:24:04,7,Tatiana,Higiene,Shampoos,Shampoo,12.9,18.06,10,180.6,,Cartão_Crédito
941.165.553-38,2024-02-11,14:27:46,17,Isabela,Hortifruti,Frutas,Amora,14.99,17.99,10,179.9,,Pix
849.774.176-86,2024-02-24,20:08:15,12,Fernanda,Móveis,Mesas,Escrivaninha,99.99,129.99,1,129.99,Desistência do cliente,Cartão_Crédito
650.484.298-16,2024-02-01,14:19:39,8,Márcia,Hortifruti,Frutas,Jabuticaba,12.99,15.99,8,127.92,,Cartão_Débito
887.962.633-49,2024-02-17,18:18:16,11,Carla,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,4,319.96,,Cartão_Débito
604.386.292-85,2024-02-11,09:24:33,11,Clara,Bebidas,Alcoólicas,Vinho Tinto,25.0,32.5,8,260.0,,Dinheiro
125.818.135-12,2024-02-26,11:37:55,9,Gabriela,Tecnologia,Caixas de Som,Smart Speaker,79.99,99.99,6,599.94,,Cartão_Débito
809.899.790-89,2024-02-09,14:20:43,19,Gabriela,Carnes,Aves,Coxa de Peru,29.99,39.99,9,359.91,,Cartão_Débito
912.956.777-23,2024-02-02,12:02:25,7,Daniela,Hortifruti,Frutas,Kiwi,5.0,6.5,10,65.0,,Cartão_Débito
579.196.112-48,2024-02-19,18:54:30,6,Carla,Moda e Vestuário,Feminino,Vestido Rodado,36.99,54.99,7,384.93,,Dinheiro
475.457.394-46,2024-02-12,14:57:01,15,Márcia,Hortifruti,Frutas,Abacate,7.0,9.1,8,72.8,,Dinheiro
642.640.330-57,2024-02-12,17:29:19,13,Laura,Hortifruti,Frutas,Limão Siciliano,4.49,5.49,10,54.9,,Dinheiro
464.754.191-12,2024-02-13,17:44:06,10,Beatriz,Moda e Vestuário,Masculino,Camisa Xadrez,19.99,29.99,8,239.92,,Cartão_Débito
208.788.436-25,2024-02-21,21:19:21,19,Laura,Padaria,Biscoitos,Biscoito,5.8,7.83,10,78.3,,Cartão_Crédito
906.291.450-15,2024-02-11,08:50:19,15,Sabrina,Hortifruti,Frutas,Cereja Argentina,29.99,34.99,5,174.95,,Pix
246.541.746-86,2024-02-23,20:31:34,1,Márcia,Moda e Vestuário,Feminino,Calça Legging,22.99,34.99,8,279.92,,Dinheiro
190.489.852-85,2024-02-23,14:56:08,10,Sabrina,Hortifruti,Frutas,Pitanga,16.99,19.99,7,139.93,,Dinheiro
416.342.833-41,2024-02-01,11:13:24,2,Beatriz,Padaria,Bolos,Bolo de Chocolate,18.0,24.3,2,48.6,Fraude,Dinheiro
154.498.851-92,2024-02-27,08:56:39,18,Helena,Limpeza,Desinfetantes,Água Sanitária,3.5,5.25,9,47.25,,Dinheiro
