CPF,Data,Hora,PDV,Operadora,Categoria,Subcategoria,Produto,Preço de Custo,Preço,Quantidade,Valor Total,Cancelamentos,Tipo de Pagamento
608.780.481-76,2023-09-30,15:15:04,14,Alice,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,79.99,99.99,4,399.96,,Cartão_Débito
857.265.581-83,2023-09-25,11:56:43,17,Clara,Padaria,Bebidas Quentes,Café,5.0,6.75,5,33.75,,Pix
448.869.455-99,2023-09-21,09:48:58,6,Renata,Tecnologia,Relógios Inteligentes,Smartwatch,119.99,149.99,5,749.95,,Pix
848.300.600-79,2023-09-14,14:08:58,6,Carla,Hortifruti,Frutas,Graviola,9.49,11.99,3,35.97,,Pix
949.669.411-82,2023-09-10,20:48:30,16,Gabriela,Tecnologia,Caixas de Som,Smart Speaker,79.99,99.99,10,999.9,,Pix
889.147.699-10,2023-09-21,12:25:44,7,Patrícia,Carnes,Bovina,Cupim,39.99,54.99,9,494.91,,Cartão_Débito
942.824.814-57,2023-09-30,18:03:34,13,Tatiana,Carnes,Aves,Sobrecoxa de Frango,12.8,18.56,10,185.6,,Dinheiro
862.778.833-83,2023-09-09,14:48:09,20,Gabriela,Moda e Vestuário,Masculino,Calça Cargo,29.99,44.99,7,314.93,,Cartão_Crédito
282.193.611-90,2023-09-01,15:56:22,14,Beatriz,Moda e Vestuário,Feminino,Vestido Longo,54.99,79.99,4,319.96,,Cartão_Débito
463.859.473-57,2023-09-05,08:00:39,13,Ana,Carnes,Aves,Asa de Frango,13.99,19.99,6,119.94,,Cartão_Débito
707.965.261-13,2023-09-07,11:26:39,17,Natália,Carnes,Suína,Costelinha de Porco,34.99,49.99,2,99.98,,Dinheiro
403.794.636-21,2023-09-09,09:42:40,17,Olivia,Hortifruti,Frutas,Limão Cravo,5.49,6.99,7,48.93,,Cartão_Débito
564.876.195-20,2023-09-20,14:05:56,7,Daniela,Eletrodomésticos,Cafeteiras,Cafeteira Elétrica,79.99,99.99,5,499.95,,Pix
242.824.359-34,2023-09-15,17:48:30,3,Juliana,Hortifruti,Frutas,Limão Taiti,1.99,2.99,5,14.95,,Pix
533.864.838-60,2023-09-30,16:25:38,20,Sabrina,Hortifruti,Frutas,Kiwi,5.0,6.5,5,32.5,,Dinheiro
730.912.811-90,2023-09-18,12:30:12,4,Beatriz,Móveis,Prateleiras,Prateleira de Parede,19.99,29.99,10,299.9,,Dinheiro
785.571.165-51,2023-09-15,10:06:43,16,Beatriz,Lazer,Brinquedos,Cama Elástica,149.99,199.99,9,1799.91,,Dinheiro
430.922.766-80,2023-09-09,12:58:59,10,Renata,Móveis,Puffs,Puff,29.99,39.99,1,39.99,,Pix
944.584.278-31,2023-09-16,11:23:04,14,Alice,Carnes,Ovinos,Cordeiro Desossado,79.99,94.99,7,664.93,Pagamento não autorizado,Cartão_Crédito
432.677.619-49,2023-09-11,15:35:54,10,Beatriz,Moda e Vestuário,Feminino,Cardigan de Lã,29.99,44.99,6,269.94,,Pix
570.858.204-44,2023-09-04,20:39:05,15,Márcia,Carnes,Ovinos,Cordeiro Desossado,79.99,94.99,5,474.95,,Dinheiro
495.531.539-26,2023-09-28,14:09:23,18,Juliana,Hortifruti,Legumes,Batata,2.99,3.89,10,38.9,,Pix
840.371.824-44,2023-09-10,14:28:08,9,Juliana,Decoração,Espelhos,Espelho de Parede,39.99,49.99,2,99.98,,Pix
146.752.719-95,2023-09-02,16:16:22,5,Tatiana,Tecnologia,Caixas de Som,Smart Speaker,79.99,99.99,4,399.96,,Dinheiro
914.813.363-74,2023-09-30,20:16:07,5,Natália,Hortifruti,Frutas,Coco,6.49,7.99,4,31.96,,Cartão_Débito
994.652.132-83,2023-09-07,11:55:38,18,Gabriela,Lazer,Brinquedos,Cama Elástica,149.99,199.99,9,1799.91,Desistência do cliente,Pix
397.568.254-66,2023-09-13,21:56:52,13,Beatriz,Moda e Vestuário,Feminino,Blusa de Tricô,22.99,34.99,3,104.97,Erro no preço,Cartão_Débito
655.953.241-24,2023-09-22,21:54:44,17,Alice,Higiene,Sabonetes,Gel de Banho,4.2,5.88,5,29.4,,Pix
663.783.241-97,2023-09-17,21:36:22,2,Clara,Hortifruti,Frutas,Limão Taiti,1.99,2.99,9,26.91,Erro no preço,Cartão_Crédito
654.797.999-19,2023-09-24,21:59:24,9,Patrícia,Bebidas,Não Alcoólicas,Refrigerante,4.5,5.85,10,58.5,,Pix
153.953.120-89,2023-09-09,08:55:19,16,Clara,Hortifruti,Frutas,Maçã,4.99,6.49,2,12.98,,Pix
131.328.647-71,2023-09-20,09:58:38,3,Carla,Carnes,Aves,Filé de Pato,59.99,74.99,10,749.9,,Dinheiro
361.812.743-90,2023-09-04,19:27:38,13,Márcia,Móveis,Camas,Cama de Casal,399.99,499.99,3,1499.97,Problemas de entrega,Dinheiro
622.852.476-26,2023-09-15,18:44:54,15,Isabela,Limpeza,Sabão em Pó,Sabão em Pó,8.5,12.75,9,114.75,,Cartão_Crédito
170.181.242-41,2023-09-25,16:12:52,14,Clara,Moda e Vestuário,Feminino,Vestido Ciganinha,26.99,39.99,4,159.96,,Pix
849.774.176-86,2023-09-16,15:50:09,7,Daniela,Hortifruti,Frutas,Manga Tommy,4.99,6.49,4,25.96,,Cartão_Crédito
193.314.967-67,2023-09-28,15:10:20,19,Helena,Tecnologia,Relógios Inteligentes,Smartwatch,119.99,149.99,4,599.96,,Cartão_Débito
810.242.139-56,2023-09-28,17:28:07,19,Beatriz,Moda e Vestuário,Feminino,Cardigan de Lã,29.99,44.99,7,314.93,,Cartão_Débito
902.956.393-19,2023-09-07,10:07:36,2,Beatriz,Moda e Vestuário,Feminino,Vestido Longo,54.99,79.99,6,479.94,,Cartão_Crédito
223.154.539-55,2023-09-04,09:10:21,8,Fernanda,Padaria,Biscoitos,Biscoito,5.8,7.83,9,70.47,,Cartão_Crédito
969.238.871-69,2023-09-08,18:04:59,9,Isabela,Esportes,Bolas,Bola de Futebol,14.99,19.99,1,19.99,,Pix
572.222.896-77,2023-09-01,20:48:08,11,Alice,Hortifruti,Frutas,Coco,6.49,7.99,10,79.9,,Pix
613.762.605-98,2023-09-20,12:14:47,2,Beatriz,Hortifruti,Frutas,Maçã,4.99,6.49,2,12.98,,Dinheiro
870.556.842-30,2023-09-04,16:51:18,1,Beatriz,Moda e Vestuário,Masculino,Blazer Slim,59.99,89.99,10,899.9,,Dinheiro
897.234.455-74,2023-09-09,08:05:30,20,Daniela,Bebidas,Alcoólicas,Cerveja,5.9,7.67,8,61.36,,Cartão_Crédito
390.895.393-93,2023-09-12,17:44:44,13,Carla,Moda e Vestuário,Feminino,Vestido Longo,54.99,79.99,1,79.99,,Pix
472.975.490-90,2023-09-23,13:48:08,19,Tatiana,Padaria,Bolos,Bolo de Cenoura,16.0,21.6,3,64.8,,Dinheiro
228.159.282-86,2023-09-12,21:17:06,20,Daniela,Moda e Vestuário,Masculino,Terno Slim,99.99,149.99,2,299.98,,Dinheiro
292.157.600-33,2023-09-19,16:31:34,8,Beatriz,Carnes,Bovina,Coxão Mole,42.99,59.99,3,179.97,,Cartão_Crédito
797.902.648-92,2023-09-21,17:45:18,3,Juliana,Moda e Vestuário,Masculino,Camiseta Manga Longa,16.99,24.99,9,224.91,,Pix
407.663.355-22,2023-09-23,10:20:17,12,Daniela,Hortifruti,Frutas,Laranja,2.0,2.6,1,2.6,,Pix
696.824.638-65,2023-09-28,09:46:46,12,Helena,Decoração,Relógios,Relógio de Parede,19.99,29.99,2,59.98,,Cartão_Crédito
999.874.357-22,2023-09-20,16:04:55,20,Alice,Carnes,Aves,Peito de Frango,15.5,22.47,5,112.35,,Cartão_Crédito
598.442.277-67,2023-09-02,17:19:37,1,Beatriz,Carnes,Suína,Linguiça Toscana,24.99,34.99,2,69.98,,Pix
841.354.334-70,2023-09-12,15:53:12,14,Patrícia,Carnes,Aves,Salsicha de Frango,9.99,14.99,2,29.98,Desconto recusado,Cartão_Débito
855.481.468-24,2023-09-06,10:43:52,18,Fernanda,Eletrodomésticos,Aspiradores,Aspirador de Pó,149.99,199.99,8,1599.92,,Cartão_Débito
539.931.676-28,2023-09-02,11:47:18,10,Helena,Bebidas,Alcoólicas,Vinho Tinto,25.0,32.5,4,130.0,,Dinheiro
897.875.382-30,2023-09-08,13:33:56,13,Fernanda,Moda e Vestuário,Masculino,Bermuda Jeans,19.99,29.99,6,179.94,Desistência do cliente,Pix
599.498.178-59,2023-09-06,17:39:08,13,Helena,Tecnologia,Periféricos,Teclado sem Fio,14.99,19.99,2,39.98,,Cartão_Débito
324.596.145-91,2023-09-04,12:03:13,18,Laura,Móveis,Cadeiras,Cadeira de Escritório,119.99,149.99,5,749.95,,Dinheiro
954.928.648-70,2023-09-12,20:35:15,13,Daniela,Carnes,Suína,Linguiça Toscana,24.99,34.99,1,34.99,,Cartão_Débito
611.596.899-93,2023-09-27,17:22:40,20,Clara,Carnes,Bovina,Rabo de Boi,17.99,24.99,5,124.95,,Cartão_Débito
403.936.352-85,2023-09-17,19:00:35,13,Mariana,Moda e Vestuário,Masculino,Calça Jogger,26.99,39.99,1,39.99,,Cartão_Crédito
193.799.682-45,2023-09-16,15:01:50,2,Isabela,Carnes,Suínos,Lombo Suíno,22.7,32.91,4,131.64,,Cartão_Crédito
629.685.806-77,2023-09-21,10:00:19,20,Clara,Laticínios,Iogurtes,Iogurte,3.8,5.13,8,41.04,,Dinheiro
736.537.481-89,2023-09-21,12:23:59,8,Olivia,Hortifruti,Frutas,Lichia,9.99,12.49,8,99.92,,Cartão_Débito
536.202.678-24,2023-09-11,12:57:38,8,Renata,Moda e Vestuário,Feminino,Calça Legging,22.99,34.99,1,34.99,Problemas técnicos,Cartão_Crédito
117.373.715-37,2023-09-16,21:27:19,16,Daniela,Laticínios,Iogurtes,Iogurte,3.8,5.13,6,30.78,,Cartão_Crédito
326.284.656-98,2023-09-07,19:05:42,7,Gabriela,Hortifruti,Frutas,Caju,5.49,6.99,2,13.98,,Dinheiro
351.548.841-84,2023-09-13,21:17:22,1,Natália,Hortifruti,Frutas,Maracujá,2.99,3.99,5,19.95,,Pix
329.174.176-92,2023-09-18,11:27:44,9,Juliana,Móveis,Mesas,Mesa de Jantar,249.99,299.99,4,1199.96,,Dinheiro
755.423.951-40,2023-09-01,16:23:59,11,Sabrina,Carnes,Suína,Lombo Suíno,31.99,44.99,10,449.9,,Cartão_Crédito
124.533.484-78,2023-09-20,08:39:24,6,Juliana,Carnes,Bovina,Contrafilé,52.99,74.99,6,449.94,,Pix
320.585.825-94,2023-09-02,18:18:40,4,Ana,Hortifruti,Frutas,Banana da Terra,3.99,4.99,4,19.96,,Pix
959.408.241-81,2023-09-23,11:11:05,17,Carla,Carnes,Bovina,Carne de Hambúrguer,21.99,29.99,1,29.99,Estoque indisponível,Cartão_Crédito
996.293.373-28,2023-09-18,20:45:12,13,Fernanda,Moda e Vestuário,Feminino,Vestido Chemise,29.99,44.99,4,179.96,,Dinheiro
416.983.772-20,2023-09-23,16:43:37,4,Natália,Decoração,Tapetes,Tapete,59.99,79.99,8,639.92,,Dinheiro
522.502.820-60,2023-09-28,21:13:53,3,Natália,Moda e Vestuário,Masculino,Calça Cargo,29.99,44.99,6,269.94,,Cartão_Crédito
731.614.803-74,2023-09-19,15:19:51,16,Tatiana,Hortifruti,Frutas,Manga Tommy,4.99,6.49,2,12.98,,Pix
237.480.925-88,2023-09-08,10:18:34,7,Daniela,Bebidas,Alcoólicas,Cerveja,5.9,7.67,3,23.01,,Cartão_Débito
284.563.830-14,2023-09-21,17:24:09,5,Sabrina,Esportes,Bicicletas,Bicicleta,399.99,499.99,4,1999.96,,Cartão_Débito
698.826.427-71,2023-09-28,10:17:45,17,Ana,Hortifruti,Frutas,Limão Siciliano,4.49,5.49,9,49.41,,Dinheiro
912.150.765-11,2023-09-23,10:21:42,1,Renata,Moda e Vestuário,Masculino,Blazer Slim,59.99,89.99,3,269.97,,Dinheiro
497.695.314-28,2023-09-13,14:07:07,16,Mariana,Moda e Vestuário,Masculino,Moletom com Capuz,32.99,49.99,3,149.97,,Cartão_Crédito
317.727.967-27,2023-09-07,12:29:21,13,Isabela,Lazer,Cadeiras de Praia,Cadeira de Praia,19.99,29.99,6,179.94,,Pix
329.712.389-96,2023-09-05,19:40:35,2,Alice,Hortifruti,Legumes,Batata,2.99,3.89,2,7.78,,Cartão_Crédito
579.860.540-49,2023-09-19,13:06:42,2,Sabrina,Laticínios,Leites,Leite,2.5,3.38,1,3.38,,Cartão_Crédito
255.389.379-94,2023-09-02,13:51:38,5,Olivia,Hortifruti,Legumes,Cenoura,1.79,2.33,1,2.33,,Dinheiro
796.726.591-88,2023-09-28,15:34:16,8,Natália,Moda e Vestuário,Masculino,Calça Cargo,29.99,44.99,7,314.93,,Dinheiro
946.819.803-99,2023-09-23,10:42:28,13,Tatiana,Moda e Vestuário,Feminino,Blusa Estampada,19.99,29.99,5,149.95,,Cartão_Crédito
598.267.166-51,2023-09-05,08:23:14,15,Clara,Moda e Vestuário,Masculino,Tênis Esportivo,44.99,69.99,2,139.98,,Cartão_Crédito
580.698.194-99,2023-09-21,19:35:32,13,Márcia,Carnes,Suína,Orelha de Porco,9.99,14.99,9,134.91,,Cartão_Débito
946.772.841-22,2023-09-11,11:19:49,20,Laura,Carnes,Bovina,Músculo,24.99,34.99,10,349.9,Problemas de entrega,Cartão_Débito
635.940.698-81,2023-09-24,18:20:00,6,Isabela,Moda e Vestuário,Feminino,Vestido Blusê,32.99,49.99,6,299.94,,Cartão_Débito
761.830.120-44,2023-09-26,13:28:24,19,Renata,Moda e Vestuário,Feminino,Vestido de Renda,42.99,64.99,6,389.94,,Cartão_Crédito
794.343.544-80,2023-09-30,17:57:51,10,Gabriela,Eletrodomésticos,Panelas Elétricas,Panela Elétrica de Arroz,69.99,89.99,5,449.95,,Pix
782.407.179-95,2023-09-08,19:57:49,11,Daniela,Carnes,Aves,Sobrecoxa de Frango,21.99,29.99,6,179.94,,Cartão_Débito
328.362.599-35,2023-09-16,14:14:25,2,Laura,Hortifruti,Frutas,Limão Cravo,5.49,6.99,4,27.96,,Cartão_Débito
484.310.491-85,2023-09-25,08:31:36,17,Mariana,Carnes,Aves,Linguiça de Frango,13.99,19.99,9,179.91,,Dinheiro
330.174.259-15,2023-09-06,08:25:45,8,Tatiana,Moda e Vestuário,Feminino,Blusa de Tricô,22.99,34.99,4,139.96,,Pix
161.402.454-35,2023-09-09,19:50:40,3,Isabela,Hortifruti,Frutas,Limão Cravo,5.49,6.99,8,55.92,,Cartão_Crédito
363.356.838-24,2023-09-24,11:04:12,4,Mariana,Moda e Vestuário,Feminino,Vestido Tubinho,34.99,49.99,8,399.92,,Dinheiro
416.620.225-69,2023-09-03,19:34:12,7,Olivia,Bebidas,Não Alcoólicas,Suco de Laranja,6.2,8.06,2,16.12,,Cartão_Débito
550.956.255-25,2023-09-06,09:58:20,10,Alice,Moda e Vestuário,Masculino,Camiseta Estampada,16.99,24.99,10,249.9,,Cartão_Débito
762.936.259-12,2023-09-24,14:30:33,1,Natália,Hortifruti,Frutas,Cereja do Rio Grande,34.99,39.99,1,39.99,,Cartão_Débito
891.909.682-49,2023-09-16,18:20:04,12,Renata,Moda e Vestuário,Feminino,Vestido de Festa,69.99,99.99,2,199.98,,Dinheiro
290.849.859-38,2023-09-29,13:44:55,20,Sabrina,Higiene,Sabonetes,Gel de Banho,4.2,5.88,1,5.88,,Pix
739.728.892-35,2023-09-10,16:32:19,10,Beatriz,Hortifruti,Legumes,Cebola,2.29,2.98,8,23.84,,Cartão_Crédito
921.993.755-88,2023-09-20,18:31:03,16,Márcia,Hortifruti,Frutas,Tangerina,2.49,3.49,10,34.9,,Cartão_Débito
392.130.576-81,2023-09-05,21:11:58,1,Clara,Snacks,Frutos Secos,Amendoim,4.5,6.52,9,58.68,,Dinheiro
424.442.695-37,2023-09-12,10:40:14,14,Juliana,Higiene,Desodorantes,Desodorante,8.8,12.32,9,110.88,,Pix
408.249.532-59,2023-09-07,13:58:13,11,Tatiana,Hortifruti,Frutas,Uva Verde,7.49,9.99,4,39.96,,Dinheiro
107.756.473-89,2023-09-08,09:00:46,7,Gabriela,Iluminação,Abajures,Abajur,39.99,49.99,6,299.94,,Cartão_Crédito
343.755.690-61,2023-09-12,18:03:13,4,Renata,Limpeza,Desinfetantes,Desinfetante,6.8,10.2,9,91.8,,Pix
302.845.157-31,2023-09-09,17:15:31,1,Laura,Hortifruti,Frutas,Abacaxi,4.5,5.85,10,58.5,,Pix
751.948.947-73,2023-09-21,13:36:21,14,Gabriela,Tecnologia,Acessórios,Cabo HDMI,7.99,9.99,8,79.92,,Cartão_Débito
495.219.251-90,2023-09-06,13:50:47,15,Isabela,Padaria,Bolos,Torta de Morango,22.0,29.7,1,29.7,,Cartão_Débito
531.140.127-71,2023-09-09,12:25:17,13,Natália,Hortifruti,Frutas,Caju,5.49,6.99,10,69.9,Problemas técnicos,Cartão_Crédito
682.514.636-24,2023-09-04,09:33:17,6,Isabela,Limpeza,Desinfetantes,Água Sanitária,3.5,5.25,8,42.0,,Cartão_Crédito
403.758.829-24,2023-09-07,18:53:56,1,Gabriela,Padaria,Salgados,Coxinha de Frango,3.5,4.73,8,37.84,,Dinheiro
259.151.742-20,2023-09-03,18:01:03,13,Clara,Esportes,Bolas,Bola de Futebol,14.99,19.99,10,199.9,,Dinheiro
986.967.598-12,2023-09-30,12:10:39,5,Gabriela,Hortifruti,Frutas,Maracujá,2.99,3.99,8,31.92,,Cartão_Crédito
262.246.766-96,2023-09-23,08:47:42,4,Gabriela,Hortifruti,Frutas,Caju,5.49,6.99,4,27.96,,Pix
495.368.225-45,2023-09-21,08:49:35,14,Márcia,Moda e Vestuário,Feminino,Vestido Floral,39.99,59.99,10,599.9,,Dinheiro
662.616.365-34,2023-09-27,16:26:18,3,Daniela,Laticínios,Queijos,Queijo,9.99,13.49,6,80.94,,Cartão_Débito
258.785.245-56,2023-09-28,20:01:26,18,Márcia,Hortifruti,Legumes,Cenoura,1.79,2.33,3,6.99,,Cartão_Débito
254.150.513-10,2023-09-08,09:21:52,11,Renata,Hortifruti,Frutas,Abacaxi,4.5,5.85,8,46.8,,Dinheiro
648.142.513-46,2023-09-16,08:42:04,16,Olivia,Carnes,Bovina,Picanha,49.99,69.99,3,209.97,,Dinheiro
859.807.164-58,2023-09-26,14:46:37,12,Fernanda,Tecnologia,Redes,Roteador Wi-Fi,59.99,79.99,6,479.94,,Cartão_Débito
113.286.517-32,2023-09-30,18:21:55,10,Fernanda,Carnes,Aves,Asa de Frango,13.99,19.99,1,19.99,,Dinheiro
725.381.207-84,2023-09-02,14:51:09,12,Olivia,Hortifruti,Frutas,Nectarina,7.99,9.99,7,69.93,,Cartão_Débito
876.656.129-84,2023-09-22,12:18:48,8,Carla,Carnes,Aves,Pato Inteiro,74.99,89.99,7,629.93,,Pix
655.412.631-90,2023-09-18,19:02:32,16,Alice,Bebidas,Não Alcoólicas,Refrigerante,4.5,5.85,7,40.95,,Cartão_Débito
821.888.208-30,2023-09-04,19:23:04,2,Ana,Moda e Vestuário,Feminino,Sandália Rasteira,26.99,39.99,2,79.98,,Cartão_Débito
563.587.147-52,2023-09-26,21:48:11,15,Isabela,Carnes,Ovinos,Linguiça de Cordeiro,19.99,29.99,6,179.94,,Cartão_Débito
942.621.871-47,2023-09-05,21:13:45,14,Natália,Higiene,Sabonetes,Gel de Banho,4.2,5.88,10,58.8,,Pix
169.244.184-45,2023-09-03,18:22:51,14,Sabrina,Bebidas,Não Alcoólicas,Suco de Laranja,6.2,8.06,6,48.36,,Pix
580.817.731-99,2023-09-01,16:38:26,4,Beatriz,Limpeza,Detergentes,Detergente,3.2,4.8,1,4.8,,Cartão_Débito
913.230.914-40,2023-09-04,19:44:08,11,Carla,Moda e Vestuário,Masculino,Terno Slim,99.99,149.99,5,749.95,,Cartão_Crédito
895.670.953-80,2023-09-01,11:08:00,18,Fernanda,Iluminação,Lustres,Lustre,119.99,149.99,9,1349.91,,Pix
907.134.103-12,2023-09-30,14:23:25,3,Laura,Carnes,Bovina,Rabo de Boi,17.99,24.99,3,74.97,,Pix
831.905.197-27,2023-09-20,12:34:34,16,Laura,Hortifruti,Frutas,Carambola,5.99,7.49,6,44.94,,Dinheiro
797.989.193-91,2023-09-29,20:40:44,2,Carla,Carnes,Bovina,Língua de Boi,24.99,34.99,10,349.9,,Cartão_Crédito
323.423.831-73,2023-09-16,19:00:28,6,Helena,Carnes,Ovinos,Pernil de Cordeiro,59.99,74.99,5,374.95,Desistência do cliente,Cartão_Débito
568.356.950-47,2023-09-20,13:21:55,4,Carla,Moda e Vestuário,Masculino,Gravata Slim,19.99,29.99,3,89.97,,Cartão_Crédito
741.668.445-32,2023-09-21,13:09:39,9,Carla,Carnes,Bovina,Mocotó,21.99,29.99,3,89.97,,Dinheiro
822.941.523-94,2023-09-29,14:48:10,11,Natália,Moda e Vestuário,Feminino,Saia Lápis,22.99,34.99,7,244.93,,Pix
355.683.591-37,2023-09-17,16:10:27,3,Daniela,Higiene,Escovas de Dentes,Escova de Dentes,3.9,5.46,2,10.92,,Pix
773.673.251-19,2023-09-15,13:29:12,10,Sabrina,Padaria,Biscoitos,Rosquinhas,3.9,5.27,7,36.89,,Cartão_Crédito
174.216.631-45,2023-09-10,14:54:01,7,Renata,Hortifruti,Frutas,Banana Nanica,1.99,2.99,2,5.98,,Cartão_Débito
946.520.264-19,2023-09-30,18:51:36,9,Laura,Moda e Vestuário,Feminino,Bolsa de Couro,44.99,69.99,3,209.97,,Cartão_Crédito
586.586.199-69,2023-09-28,18:03:07,9,Natália,Moda e Vestuário,Feminino,Vestido de Renda,42.99,64.99,1,64.99,,Cartão_Débito
153.587.267-57,2023-09-12,08:10:55,11,Tatiana,Carnes,Bovina,Maminha,44.99,62.99,2,125.98,,Dinheiro
369.377.192-34,2023-09-16,21:59:18,9,Carla,Hortifruti,Frutas,Tamarindo,11.99,13.99,10,139.9,,Cartão_Débito
156.114.787-28,2023-09-22,13:00:02,19,Alice,Carnes,Bovina,Língua de Boi,24.99,34.99,4,139.96,,Pix
361.812.743-90,2023-09-10,21:08:47,6,Helena,Carnes,Aves,Linguiça de Frango,13.99,19.99,2,39.98,,Dinheiro
433.192.531-82,2023-09-11,10:33:30,16,Natália,Carnes,Aves,Peito de Frango,15.99,22.99,5,114.95,,Cartão_Crédito
613.527.464-88,2023-09-12,20:44:59,16,Helena,Snacks,Frutos Secos,Amendoim,4.5,6.52,9,58.68,,Pix
763.583.414-64,2023-09-04,09:32:33,9,Daniela,Hortifruti,Frutas,Limão Taiti,1.99,2.99,3,8.97,,Cartão_Débito
662.421.994-18,2023-09-30,18:27:46,20,Márcia,Eletrodomésticos,Fritadeiras,Fritadeira Elétrica,99.99,129.99,4,519.96,,Pix
730.706.179-47,2023-09-29,09:30:32,13,Patrícia,Carnes,Bovina,Lagarto,44.99,59.99,1,59.99,,Cartão_Débito
548.225.197-20,2023-09-19,17:21:06,20,Márcia,Padaria,Bebidas Quentes,Café,5.0,6.75,5,33.75,,Cartão_Débito
940.836.216-49,2023-09-23,10:57:38,7,Natália,Carnes,Aves,Sobrecoxa de Frango,12.8,18.56,4,74.24,,Cartão_Crédito
408.647.987-83,2023-09-12,16:22:08,2,Ana,Moda e Vestuário,Masculino,Suéter de Tricô,36.99,54.99,6,329.94,,Cartão_Crédito
440.839.877-32,2023-09-26,12:59:57,7,Juliana,Moda e Vestuário,Feminino,Blusa Ciganinha,22.99,34.99,8,279.92,,Dinheiro
157.649.858-32,2023-09-12,10:01:51,1,Tatiana,Carnes,Suína,Linguiça Toscana,24.99,34.99,8,279.92,,Pix
710.356.905-10,2023-09-28,12:26:54,14,Natália,Moda e Vestuário,Masculino,Calça Chino,32.99,49.99,6,299.94,,Cartão_Crédito
139.388.359-47,2023-09-26,16:07:35,13,Tatiana,Decoração,Tapetes,Tapete,59.99,79.99,7,559.93,,Cartão_Débito
393.466.446-48,2023-09-05,16:37:30,1,Helena,Moda e Vestuário,Masculino,Jaqueta de Couro,89.99,129.99,10,1299.9,,Pix
376.801.326-96,2023-09-15,17:28:16,4,Mariana,Hortifruti,Frutas,Uva Verde,7.49,9.99,10,99.9,,Dinheiro
754.217.149-99,2023-09-08,12:27:59,17,Sabrina,Móveis,Sofás,Sofá de Couro,499.99,599.99,7,4199.93,,Cartão_Débito
812.321.983-68,2023-09-30,16:03:10,17,Ana,Moda e Vestuário,Feminino,Vestido Ciganinha,26.99,39.99,8,319.92,Desconto recusado,Pix
251.101.485-62,2023-09-19,10:55:19,16,Olivia,Hortifruti,Frutas,Amora,14.99,17.99,8,143.92,,Cartão_Débito
505.942.749-85,2023-09-21,19:47:33,20,Alice,Limpeza,Sabão em Pó,Sabão em Pó,8.5,12.75,7,89.25,,Dinheiro
388.611.780-85,2023-09-16,21:41:16,1,Daniela,Moda e Vestuário,Masculino,Camisa Xadrez,19.99,29.99,8,239.92,,Dinheiro
451.941.437-23,2023-09-02,09:48:52,8,Fernanda,Higiene,Sabonetes,Gel de Banho,4.2,5.88,1,5.88,,Cartão_Débito
